category,subcategory,description,price_eu,compare,brand,supermercado
Despensa,Aperitivos y frutos secos,Pipas Gigantes Tostadas con Sal Bolsa 200 Gr,1.2,"6,00 € / 1 Kg",Consum,CONSUM
Despensa,Aperitivos y frutos secos,Aceituna Verde Rodajas Bote 110 Gr,1.39,"12,64 € / 1 Kg",Consum,CONSUM
Despensa,Aperitivos y frutos secos,Berenjena Troceada Vidrio 300 Gr,2.99,"9,97 € / 1 Kg",Antonio,CONSUM
Despensa,Aperitivos y frutos secos,Triángulos de Maíz Sabor Chili Bolsa 140 Gr,1.99,"14,21 € / 1 Kg",Doritos,CONSUM
Despensa,Aperitivos y frutos secos,Triángulos de Maíz Sabor Tex-Mex Bolsa 140 Gr,1.99,"14,21 € / 1 Kg",Doritos,CONSUM
Despensa,Aperitivos y frutos secos,Triángulos de Maíz Sabor Tex-Mex Ahorro 260 Gr,3.45,"13,27 € / 1 Kg",Doritos,CONSUM
Despensa,Aperitivos y frutos secos,Mix Cocktail Bolsa 100 Gr,1.3,"13,00 € / 1 Kg",Jumpers,CONSUM
Despensa,Aperitivos y frutos secos,Avellana Natural Piel DoyPack 200 Gr,2.7,"13,50 € / 1 Kg",Consum,CONSUM
Despensa,Aperitivos y frutos secos,Cacahuete Repelado Frito Paquete 250 Gr,1.05,"4,20 € / 1 Kg",Consum,CONSUM
Despensa,Aperitivos y frutos secos,Patatas Fritas Burguer Bolsa 95 Gr,1.6,"16,84 € / 1 Kg",Vidal,CONSUM
Despensa,Aperitivos y frutos secos,Almendra Natural piel Doy Pack 200 Gr,2.05,"10,25 € / 1 Kg",Consum,CONSUM
Despensa,Aperitivos y frutos secos,Nuez Grano Doypack 200 Gr,2.15,"10,75 € / 1 Kg",Consum,CONSUM
Despensa,Aperitivos y frutos secos,Aceituna Rellena Sabor Vermut 150 Gr,2.39,"15,93 € / 1 Kg",Jolca,CONSUM
Despensa,Aperitivos y frutos secos,Palomitas Microondas Sal Bolsa 3 x 90 Gr,1.1,"4,07 € / 1 Kg",Consum,CONSUM
Despensa,Aperitivos y frutos secos,Palomitas Microondas Mantequilla Bolsa 3 x 90 Gr,1.35,"5,00 € / 1 Kg",Consum,CONSUM
Despensa,Aperitivos y frutos secos,Palomitas Microondas Dulces Bolsa 3 x 90 Gr,1.7,"6,30 € / 1 Kg",Consum,CONSUM
Despensa,Aperitivos y frutos secos,Pasas Moscatel Doypack 300 Gr,2.2,"7,33 € / 1 Kg",Consum,CONSUM
Despensa,Aperitivos y frutos secos,Pasas Sultanas Doypack 300 Gr,1.79,"5,97 € / 1 Kg",Consum,CONSUM
Despensa,Aperitivos y frutos secos,Orejón Albaricoque Desecado doypack 200 Gr,2.85,"14,25 € / 1 Kg",Consum,CONSUM
Despensa,Aperitivos y frutos secos,Arándano Desecado Doypack 200 Gr,2.65,"13,25 € / 1 Kg",Consum,CONSUM
Despensa,Aperitivos y frutos secos,Nuez Macadamia Natural Doypack 100 Gr,2.9,"29,00 € / 1 Kg",Consum,CONSUM
Despensa,Aperitivos y frutos secos,Nuez Pecana Doypack 150 Gr,2.69,"17,93 € / 1 Kg",Consum,CONSUM
Despensa,Aperitivos y frutos secos,Pipa Pelada Natural Bolsa 150 Gr,0.9,"6,00 € / 1 Kg",Consum,CONSUM
Despensa,Aperitivos y frutos secos,Cebollitas Rojas Agridulces 200 Gr,1.25,"6,25 € / 1 Kg",Consum,CONSUM
Despensa,Aperitivos y frutos secos,Aceituna Estilo Casero Bote 500 Gr,2.85,"5,70 € / 1 Kg",Consum,CONSUM
Despensa,Aperitivos y frutos secos,Dátil sin Hueso Doypack 300 Gr,2.05,"6,83 € / 1 Kg",Consum,CONSUM
Despensa,Aperitivos y frutos secos,Patatas Fritas Onduladas Yorqueso Bolsa 150 Gr,1.99,"13,27 € / 1 Kg",Ruffles,CONSUM
Despensa,Aperitivos y frutos secos,Patatas Campesinas Bolsa 150 Gr,1.99,"13,27 € / 1 Kg",Lay's,CONSUM
Despensa,Aperitivos y frutos secos,Patatas Vinagreta Bolsa 150 Gr,1.99,"13,27 € / 1 Kg",Lay's,CONSUM
Despensa,Aperitivos y frutos secos,Aceituna Natural Frasco 400 Gr,2.65,"6,63 € / 1 Kg",Corbi,CONSUM
Despensa,Aperitivos y frutos secos,Aceitunas Sin Hueso Aliñadas 325 Gr,3.29,"10,12 € / 1 Kg",Corbi,CONSUM
Despensa,Aperitivos y frutos secos,Aceitunas Chupadedos Frasco 400 Gr,2.39,"5,98 € / 1 Kg",Corbi,CONSUM
Despensa,Aperitivos y frutos secos,Aceituna Con Hueso Mojo Picón 400 Gr,2.65,"6,63 € / 1 Kg",Corbi,CONSUM
Despensa,Aperitivos y frutos secos,Aceituna de Sosa Frasco 400 Gr,2.65,"6,63 € / 1 Kg",Corbi,CONSUM
Despensa,Aperitivos y frutos secos,Cóctel Mediterráneo Frasco 400 Gr,2.65,"6,63 € / 1 Kg",Corbi,CONSUM
Despensa,Aperitivos y frutos secos,Natuchips Tomate Queso y Orégano 85 Gr,1.99,"23,41 € / 1 Kg",Snatt's,CONSUM
Despensa,Aperitivos y frutos secos,Nachos de Maíz Tex Mex Bolsa 150 Gr,0.95,"6,33 € / 1 Kg",Consum,CONSUM
Despensa,Aperitivos y frutos secos,Pistachos Tostados Paquete 300 Gr,3.99,"13,30 € / 1 Kg",Consum,CONSUM
Despensa,Aperitivos y frutos secos,Cóctel Ensalada Crudo Doypack 150 Gr,1.75,"11,67 € / 1 Kg",Consum,CONSUM
Despensa,Aperitivos y frutos secos,Cóctel Mix Crudo Natural Doypack 150 Gr,1.99,"13,27 € / 1 Kg",Consum,CONSUM
Despensa,Aperitivos y frutos secos,Torreznos Adobados Bolsa 150 Gr,2.3,"15,33 € / 1 Kg",Consum,CONSUM
Despensa,Aperitivos y frutos secos,Nuez Grano Nacional Bolsa 120 Gr,2.19,"18,25 € / 1 Kg",La noguera,CONSUM
Despensa,Aperitivos y frutos secos,Pepinillos Laminados Agridulces 290 Gr,1.99,"6,86 € / 1 Kg",Rioverde,CONSUM
Despensa,Aperitivos y frutos secos,Pistachos Tostados Sin Cáscara y Sin Sal 100 Gr,2.89,"28,90 € / 1 Kg",Consum,CONSUM
Despensa,Aperitivos y frutos secos,Cocktail Snacks de Maíz Bolsa 225 Gr,1.8,"8,00 € / 1 Kg",Aspil,CONSUM
Despensa,Aperitivos y frutos secos,Patatas Fritas Lisas al Punto de Sal 195 Gr,1.99,"10,21 € / 1 Kg",Lay's,CONSUM
Despensa,Aperitivos y frutos secos,Patatas Fritas Lisas Punto de Sal Pack Ahorro 265 Gr,2.49,"9,40 € / 1 Kg",Lay's,CONSUM
Despensa,Aperitivos y frutos secos,Snack de Patata Pom-Bear 80 Gr,1.69,"21,13 € / 1 Kg",Grefusa,CONSUM
Despensa,Aperitivos y frutos secos,Patatas Horno Sabor Campesina 130 Gr,2.39,"18,38 € / 1 Kg",Lay's,CONSUM
Despensa,Aperitivos y frutos secos,Cheetos Sticks Palitos Bolsa 96 Gr,1.89,"19,69 € / 1 Kg",Cheetos,CONSUM
Despensa,Aperitivos y frutos secos,Galletas Saladas Mini Mix 350 Gr,2.15,"6,14 € / 1 Kg",Gullon,CONSUM
Despensa,Aperitivos y frutos secos,Cheetos Rizos Bolsa 100 Gr,1.89,"18,90 € / 1 Kg",Cheetos,CONSUM
Despensa,Aperitivos y frutos secos,Nachos Mexican Bolsa 150 Gr,0.95,"6,33 € / 1 Kg",Consum,CONSUM
Despensa,Aperitivos y frutos secos,Patatas Churrería Bolsa 150 Gr,1.1,"7,33 € / 1 Kg",Consum,CONSUM
Despensa,Aperitivos y frutos secos,Nachos Blancos Bolsa 150 Gr,0.9,"6,00 € / 1 Kg",Consum,CONSUM
Despensa,Aperitivos y frutos secos,Doritos Dippas Bolsa 150 Gr,1.99,"13,27 € / 1 Kg",Doritos,CONSUM
Despensa,Aperitivos y frutos secos,Snack Gublins XL Sabor Queso Bolsa 124 Gr,1.69,"13,63 € / 1 Kg",Grefusa,CONSUM
Despensa,Aperitivos y frutos secos,Patatas Fritas Onduladas Pack Económico 265 Gr,2.89,"10,91 € / 1 Kg",Ruffles,CONSUM
Despensa,Aperitivos y frutos secos,Triskys Aros de Maíz 135 Gr,1.55,"11,48 € / 1 Kg",Risi,CONSUM
Despensa,Aperitivos y frutos secos,Risketos Sabor Queso 135 Gr,1.6,"11,85 € / 1 Kg",Risi,CONSUM
Despensa,Aperitivos y frutos secos,Grefutubo Grefusitos de Maíz 95 Gr,1.4,"14,74 € / 1 Kg",Grefusa,CONSUM
Despensa,Aperitivos y frutos secos,Palomitas de Mantequilla Bolsa 105 Gr,1.5,"14,29 € / 1 Kg",Risi,CONSUM
Despensa,Aperitivos y frutos secos,Cacahuete a la Miel y Sal Bolsa 90 Gr,1.85,"20,56 € / 1 Kg",Eagle,CONSUM
Despensa,Aperitivos y frutos secos,Palomitas Microondas Zero Pack de 3 3 x 70 Gr,2.45,"11,67 € / 1 Kg",Popitas,CONSUM
Despensa,Aperitivos y frutos secos,Palomitas de Chocolate Bolsa 100 Gr,1.3,"13,00 € / 1 Kg",Risi,CONSUM
Despensa,Aperitivos y frutos secos,Almendra Tostada Sin Sal Bolsa 200 Gr,2.99,"14,95 € / 1 Kg",Consum,CONSUM
Despensa,Aperitivos y frutos secos,Patatas Fritas Gourmet Bolsa 150 Gr,1.79,"11,93 € / 1 Kg",Lolita,CONSUM
Despensa,Aperitivos y frutos secos,Pistacho Tostado con Cáscara y sin Sal 250 Gr,3.35,"13,40 € / 1 Kg",Consum,CONSUM
Despensa,Aperitivos y frutos secos,Cacahuete Tostado Sin Sal Bolsa 200 Gr,1.25,"6,25 € / 1 Kg",Consum,CONSUM
Despensa,Aperitivos y frutos secos,Pipas Piponazo Gourmet Bolsa 105 Gr,1.95,"18,57 € / 1 Kg",Grefusa,CONSUM
Despensa,Aperitivos y frutos secos,Bolitas Maíz MatchBall Sabor Queso 105 Gr,1.36,"12,95 € / 1 Kg",Risi,CONSUM
Despensa,Aperitivos y frutos secos,Patatas Fritas Churrería Pack Económico 290 Gr,2.99,"10,31 € / 1 Kg",Santa ana,CONSUM
Despensa,Aperitivos y frutos secos,Snatt's Guisante Queso y Eneldo 95 Gr,1.99,"20,95 € / 1 Kg",Snatts,CONSUM
Despensa,Aperitivos y frutos secos,Snatt's Guisante Campesina 95 Gr,1.99,"20,95 € / 1 Kg",Snatts,CONSUM
Despensa,Aperitivos y frutos secos,Aceitunas Rellenas de Boquerón Lata 130 Gr,2.55,"19,62 € / 1 Kg",La española,CONSUM
Despensa,Aperitivos y frutos secos,Aceitunas Empeltre Bote 210 Gr,2.49,"11,86 € / 1 Kg",Blai peris,CONSUM
Despensa,Aperitivos y frutos secos,Aceituna Verdial Gazpachada 400 Gr,3.99,"9,98 € / 1 Kg",Jolca,CONSUM
Despensa,Aperitivos y frutos secos,Patatas Fritas Extra Crujientes Aceite Girasol 180 Gr,1.5,"8,33 € / 1 Kg",Consum,CONSUM
Despensa,Aperitivos y frutos secos,Patatas Extra Crujientes Aceite Oliva Bolsa 130 Gr,1.99,"15,31 € / 1 Kg",Consum,CONSUM
Despensa,Aperitivos y frutos secos,Lote Lay's Gourmet 2 x 170 Gr,4.19,"12,32 € / 1 Kg",Lay's,CONSUM
Despensa,Aperitivos y frutos secos,Aceituna Aloreña Partida Aliño al Natural 400 Gr,3.99,"9,98 € / 1 Kg",Jolca,CONSUM
Despensa,Aperitivos y frutos secos,Mix Edamame Soja Doypack 100 Gr,1.3,"13,00 € / 1 Kg",Medina,CONSUM
Despensa,Aperitivos y frutos secos,Nuez Cáscara Nacional Malla 500 Gr,3.09,"6,18 € / 1 Kg",Consum,CONSUM
Despensa,Aperitivos y frutos secos,Patatas Ketchup Bolsa 150 Gr,1.99,"13,27 € / 1 Kg",Ruffles,CONSUM
Despensa,Aperitivos y frutos secos,Pipas G Maxi Bolsa 260 Gr,2.2,"8,46 € / 1 Kg",Grefusa,CONSUM
Despensa,Aperitivos y frutos secos,Patatas Fritas Onduladas Sabor Jamón 150 Gr,1.99,"13,27 € / 1 Kg",Ruffles,CONSUM
Despensa,Aperitivos y frutos secos,Nuez Grano Miel y Sal Doy Pack 120 Gr,2.89,"24,08 € / 1 Kg",Borges,CONSUM
Despensa,Aperitivos y frutos secos,Nuez Grano Bolsa 300 Gr,2.99,"9,97 € / 1 Kg",Borges,CONSUM
Despensa,"Arroz, pastas, legumbres",Penne Rigate Caja 500 Gr,1.79,"3,58 € / 1 Kg",Barilla,CONSUM
Despensa,"Arroz, pastas, legumbres",Spaghetti Caja 500 Gr,1.79,"3,58 € / 1 Kg",Barilla,CONSUM
Despensa,"Arroz, pastas, legumbres",Lenteja Cocida Pardina Frasco 400 Gr,1.35,"2,88 € / 1 Kg",Luengo,CONSUM
Despensa,"Arroz, pastas, legumbres",Garbanzo Cocido Frasco 400 Gr,1.35,"2,88 € / 1 Kg",Luengo,CONSUM
Despensa,"Arroz, pastas, legumbres",Alubia Blanca Cocida Frasco 400 Gr,1.35,"2,88 € / 1 Kg",Luengo,CONSUM
Despensa,"Arroz, pastas, legumbres",Arroz Basmati 1 Kg,2.54,"2,44 € / 1 Kg",Consum,CONSUM
Despensa,"Arroz, pastas, legumbres",Masa de Empanada Rectangular 280 Gr,2.89,"8,75 € / 1 Kg",Buitoni,CONSUM
Despensa,"Arroz, pastas, legumbres",Arroz Bomba 1 Kg,5.79,"4,95 € / 1 Kg",La fallera,CONSUM
Despensa,"Arroz, pastas, legumbres",Pasta Fresca Rellena de Ternera con Verduras 250 Gr,3.29,"10,76 € / 1 Kg",Rana,CONSUM
Despensa,"Arroz, pastas, legumbres",Macarrones Paquete 1 Kg,1.35,"1,30 € / 1 Kg",Consum,CONSUM
Despensa,"Arroz, pastas, legumbres",Spaghetti Paquete 1 Kg,1.35,"1,30 € / 1 Kg",Consum,CONSUM
Despensa,"Arroz, pastas, legumbres",Pasta Fresca Rellena 4 Quesos 250 Gr,3.29,"10,76 € / 1 Kg",Rana,CONSUM
Despensa,"Arroz, pastas, legumbres",Hélices con Vegetales Pasta Fina 400 Gr,1.7,"3,38 € / 1 Kg",Gallo,CONSUM
Despensa,"Arroz, pastas, legumbres",Arroz Especial Paella D.O. Valencia Paquete 1 Kg,2.39,"1,99 € / 1 Kg",La fallera,CONSUM
Despensa,"Arroz, pastas, legumbres",Pasta Fresca Rellena de Pollo Asado 250 Gr,3.29,"10,76 € / 1 Kg",Rana,CONSUM
Despensa,"Arroz, pastas, legumbres",Masa de Pizza Finíssima Maxi 350 Gr,3.15,"7,69 € / 1 Kg",Buitoni,CONSUM
Despensa,"Arroz, pastas, legumbres",Pasta Fresca Rellena de Atún y Tomate 250 Gr,3.29,"10,76 € / 1 Kg",Rana,CONSUM
Despensa,"Arroz, pastas, legumbres",Pasta Fresca Rellena Jamón y Queso 250 Gr,3.29,"10,76 € / 1 Kg",Rana,CONSUM
Despensa,"Arroz, pastas, legumbres",Pizza Tartufina Jamón y Salsa de Trufa 430 Gr,3.99,"7,71 € / 1 Kg",Guapizzima,CONSUM
Despensa,"Arroz, pastas, legumbres",Arroz Integral Paquete 1 Kg,2.01,"2,01 € / 1 Kg",Sos,CONSUM
Despensa,"Arroz, pastas, legumbres",Plumas Nº 6 Paquete 450 Gr,1.35,"3,00 € / 1 Kg",Gallo,CONSUM
Despensa,"Arroz, pastas, legumbres",Pennotti Rigati 450 Gr,1.69,"3,76 € / 1 Kg",Gallo,CONSUM
Despensa,"Arroz, pastas, legumbres",Garbanzos Pedrosillano Calidad Extra Frasco 400 Gr,1.89,"4,73 € / 1 Kg",Gutarra,CONSUM
Despensa,"Arroz, pastas, legumbres",Alubias Blancas Baby Calidad Extra Frasco 400 Gr,1.89,"4,73 € / 1 Kg",Gutarra,CONSUM
Despensa,"Arroz, pastas, legumbres",Pizza 9 Formaggi 420 Gr,3.99,"8,31 € / 1 Kg",Guapizzima,CONSUM
Despensa,"Arroz, pastas, legumbres",Oblea 16 Unidades 160 Gr,1.1,"6,88 € / 1 Kg",Buitoni,CONSUM
Despensa,"Arroz, pastas, legumbres",Arroz Redondo 1 Kg,1.63,"1,63 € / 1 Kg",La fallera,CONSUM
Despensa,"Arroz, pastas, legumbres",Tortellinis con Carne Paquete 250 Gr,2.57,"10,28 € / 1 Kg",Knorr,CONSUM
Despensa,"Arroz, pastas, legumbres",Spaghettini al Huevo Paquete 450 Gr,1.69,"3,76 € / 1 Kg",Gallo,CONSUM
Despensa,"Arroz, pastas, legumbres",Maccheroni Rayado al Huevo Paquete 450 Gr,1.69,"3,76 € / 1 Kg",Gallo,CONSUM
Despensa,"Arroz, pastas, legumbres",Pizza 4 Quesos 390 Gr,3.19,"8,18 € / 1 Kg",Tarradellas,CONSUM
Despensa,"Arroz, pastas, legumbres",Pizza Jamón y Queso. 405 Gr,3.19,"7,88 € / 1 Kg",Tarradellas,CONSUM
Despensa,"Arroz, pastas, legumbres",Arroz Redondo Extra D.O. Valencia Paquete 1 Kg,1.79,"1,79 € / 1 Kg",Dacsa,CONSUM
Despensa,"Arroz, pastas, legumbres",Sémola de Arroz Paquete 500 Gr,0.99,"1,98 € / 1 Kg",Rex,CONSUM
Despensa,"Arroz, pastas, legumbres",Pizza Mediterránea 410 Gr,3.19,"7,78 € / 1 Kg",Tarradellas,CONSUM
Despensa,"Arroz, pastas, legumbres",Pizza Carbonara 400 Gr,3.19,"7,98 € / 1 Kg",Tarradellas,CONSUM
Despensa,"Arroz, pastas, legumbres",Tortas de Gazpacho Paquete 180 Gr,0.6,"3,33 € / 1 Kg",Pastor,CONSUM
Despensa,"Arroz, pastas, legumbres",Hélices Ensaladas Paquete 450 Gr,1.7,"3,78 € / 1 Kg",Gallo,CONSUM
Despensa,"Arroz, pastas, legumbres",Pizza Jamón y Queso Pack de 2 Unidades 2 x 220 Gr,3.19,"7,25 € / 1 Kg",Tarradellas,CONSUM
Despensa,"Arroz, pastas, legumbres",Cous Cous Mediano Caja 500 Gr,1.9,"3,80 € / 1 Kg",Gallo,CONSUM
Despensa,"Arroz, pastas, legumbres",Alubia Pinta Cocida Frasco 400 Gr,1.59,"3,98 € / 1 Kg",Luengo,CONSUM
Despensa,"Arroz, pastas, legumbres",Arroz Basmati Vaso Pack de 2 2 x 125 Gr,1.34,"5,36 € / 1 Kg",Brillante,CONSUM
Despensa,"Arroz, pastas, legumbres",Lenteja Pardina 500 Gr,1.99,"3,98 € / 1 Kg",Luengo,CONSUM
Despensa,"Arroz, pastas, legumbres",Arroz Largo 1 Kg,1.3,"1,30 € / 1 Kg",Consum,CONSUM
Despensa,"Arroz, pastas, legumbres",Arroz Redondo Extra 1 Kg,1.3,"1,30 € / 1 Kg",Consum,CONSUM
Despensa,"Arroz, pastas, legumbres",Lasaña Fácil Precocida Caja 18 Placas 200 Gr,1.43,"7,15 € / 1 Kg",El pavo,CONSUM
Despensa,"Arroz, pastas, legumbres",Pizza Carne con Salsa Barbacoa 410 Gr,2.89,"7,05 € / 1 Kg",Campofrío,CONSUM
Despensa,"Arroz, pastas, legumbres",Alubia Blanca Cocida Frasco 400 Gr,0.75,"1,88 € / 1 Kg",Consum,CONSUM
Despensa,"Arroz, pastas, legumbres",Lenteja Pardina Cocida Frasco 400 Gr,0.75,"1,88 € / 1 Kg",Consum,CONSUM
Despensa,"Arroz, pastas, legumbres",Garbanzo Cocido Frasco 400 Gr,0.75,"1,88 € / 1 Kg",Consum,CONSUM
Despensa,"Arroz, pastas, legumbres",Alubia Blanca Cocida Frasco 200 Gr,0.69,"3,45 € / 1 Kg",Consum,CONSUM
Despensa,"Arroz, pastas, legumbres",Lenteja Pardina Cocida Frasco 200 Gr,0.69,"3,45 € / 1 Kg",Consum,CONSUM
Despensa,"Arroz, pastas, legumbres",Garbanzos Cocidos Frasco 200 Gr,0.69,"3,45 € / 1 Kg",Consum,CONSUM
Despensa,"Arroz, pastas, legumbres",Garbanzos Espinacas Frasco 370 Gr,1.49,"4,03 € / 1 Kg",Luengo,CONSUM
Despensa,"Arroz, pastas, legumbres",Espirales con Vegetales Paquete 500 Gr,0.99,"1,98 € / 1 Kg",Consum,CONSUM
Despensa,"Arroz, pastas, legumbres",Macarrones Paquete 500 Gr,0.82,"1,64 € / 1 Kg",Consum,CONSUM
Despensa,"Arroz, pastas, legumbres",Spaghetti Paquete 500 Gr,0.82,"1,64 € / 1 Kg",Consum,CONSUM
Despensa,"Arroz, pastas, legumbres",Fideua Paquete 500 Gr,0.82,"1,64 € / 1 Kg",Consum,CONSUM
Despensa,"Arroz, pastas, legumbres",Tallarines Paquete 500 Gr,0.82,"1,64 € / 1 Kg",Consum,CONSUM
Despensa,"Arroz, pastas, legumbres",Pasta Tiburones Paquete 500 Gr,0.82,"1,64 € / 1 Kg",Consum,CONSUM
Despensa,"Arroz, pastas, legumbres",Espirales Paquete 500 Gr,0.82,"1,64 € / 1 Kg",Consum,CONSUM
Despensa,"Arroz, pastas, legumbres",Pasta Maravilla Paquete 500 Gr,0.82,"1,64 € / 1 Kg",Consum,CONSUM
Despensa,"Arroz, pastas, legumbres",Macarrones Finos Paquete 500 Gr,0.82,"1,64 € / 1 Kg",Consum,CONSUM
Despensa,"Arroz, pastas, legumbres",Macarrones Rayados Paquete 500 Gr,0.82,"1,64 € / 1 Kg",Consum,CONSUM
Despensa,"Arroz, pastas, legumbres",Pasta Estrellas Paquete 500 Gr,0.82,"1,64 € / 1 Kg",Consum,CONSUM
Despensa,"Arroz, pastas, legumbres",Fideos Cabellin Paquete 500 Gr,0.82,"1,64 € / 1 Kg",Consum,CONSUM
Despensa,"Arroz, pastas, legumbres",Fideos Medianos Paquete 500 Gr,0.82,"1,64 € / 1 Kg",Consum,CONSUM
Despensa,"Arroz, pastas, legumbres",Pizza Jamón Serrano 390 Gr,3.19,"8,18 € / 1 Kg",Tarradellas,CONSUM
Despensa,"Arroz, pastas, legumbres",Masa de Pizza Finíssima 260 Gr,1.99,"7,65 € / 1 Kg",Buitoni,CONSUM
Despensa,"Arroz, pastas, legumbres",Gourmet Queso Cabra y Cebolla 250 Gr,4.06,"16,24 € / 1 Kg",Rana,CONSUM
Despensa,"Arroz, pastas, legumbres",Tortellinis Rellenos de Carne 250 Gr,1.72,"6,88 € / 1 Kg",Consum,CONSUM
Despensa,"Arroz, pastas, legumbres",Tortellinis Rellenos de Quesos 250 Gr,1.72,"6,88 € / 1 Kg",Consum,CONSUM
Despensa,"Arroz, pastas, legumbres",Tortellini Relleno Requesón y Espinacas 250 Gr,1.72,"6,88 € / 1 Kg",Consum,CONSUM
Despensa,"Arroz, pastas, legumbres",Tagliatelles al Huevo 250 Gr,1.15,"4,60 € / 1 Kg",Consum,CONSUM
Despensa,"Arroz, pastas, legumbres",Masa Brisa 230 Gr,2.35,"10,22 € / 1 Kg",Buitoni,CONSUM
Despensa,"Arroz, pastas, legumbres",Gnocchis de Patata 500 Gr,1.49,"2,98 € / 1 Kg",Consum,CONSUM
Despensa,"Arroz, pastas, legumbres",Arroz Redondo Vaso Pack de 2 2 x 125 Gr,1.25,"5,00 € / 1 Kg",Brillante,CONSUM
Despensa,"Arroz, pastas, legumbres",Arroz Integral Vaso Pack de 2 2 x 125 Gr,1.25,"5,00 € / 1 Kg",Brillante,CONSUM
Despensa,"Arroz, pastas, legumbres",Letras Paquete 500 Gr,0.82,"1,64 € / 1 Kg",Consum,CONSUM
Despensa,"Arroz, pastas, legumbres",Pizza Jamón y Queso al Horno de Piedra 400 Gr,2.5,"6,25 € / 1 Kg",Consum,CONSUM
Despensa,"Arroz, pastas, legumbres",Pizza 4 Quesos al Horno de Piedra 400 Gr,2.9,"7,25 € / 1 Kg",Consum,CONSUM
Despensa,"Arroz, pastas, legumbres",Pizza Atún y Bacón 400 Gr,2.9,"7,25 € / 1 Kg",Consum,CONSUM
Despensa,"Arroz, pastas, legumbres",Farfalle con Vegetales Paquete 500 Gr,0.99,"1,98 € / 1 Kg",Consum,CONSUM
Despensa,"Arroz, pastas, legumbres",Pizza Barbacoa al Horno de Piedra 400 Gr,2.5,"6,25 € / 1 Kg",Consum,CONSUM
Despensa,"Arroz, pastas, legumbres",Pizza Romana 400 Gr,2.9,"7,25 € / 1 Kg",Consum,CONSUM
Despensa,"Arroz, pastas, legumbres",Masa de Hojaldre Redonda 230 Gr,1.2,"5,22 € / 1 Kg",Consum,CONSUM
Despensa,"Arroz, pastas, legumbres",Masa de Pizza Redonda 260 Gr,1.3,"5,00 € / 1 Kg",Consum,CONSUM
Despensa,"Arroz, pastas, legumbres",Pizza Carbonara Masa Fina 400 Gr,2.9,"7,25 € / 1 Kg",Consum,CONSUM
Despensa,"Arroz, pastas, legumbres",Pizza Pollo Masa Rústica al Horno de Piedra 400 Gr,2.9,"7,25 € / 1 Kg",Consum,CONSUM
Despensa,"Arroz, pastas, legumbres",Pizza Jamón y Queso con Salsa Cheddar 360 Gr,2.89,"8,03 € / 1 Kg",Campofrío,CONSUM
Despensa,"Arroz, pastas, legumbres",Spaghetti Pasta Fina Paquete 400 Gr,1.35,"3,38 € / 1 Kg",Gallo,CONSUM
Despensa,"Arroz, pastas, legumbres",Masa de Hojaldre Rectangular 230 Gr,1.99,"8,65 € / 1 Kg",Buitoni,CONSUM
Despensa,"Arroz, pastas, legumbres",Arroz Integral con Quinoa Pack de 2 2 x 125 Gr,1.49,"5,96 € / 1 Kg",Brillante,CONSUM
Despensa,"Arroz, pastas, legumbres",Lenteja Cocida Selección Frasco 400 Gr,1.39,"3,48 € / 1 Kg",Picuezo,CONSUM
Despensa,"Arroz, pastas, legumbres",Plumas Pasta Fina Paquete 400 Gr,1.35,"3,38 € / 1 Kg",Gallo,CONSUM
Despensa,"Arroz, pastas, legumbres",Quinoa 100% Paquete 250 Gr,1.88,"7,52 € / 1 Kg",Sos,CONSUM
Despensa,"Arroz, pastas, legumbres",Arroz Risotto Arborio Paquete 500 Gr,1.78,"3,56 € / 1 Kg",Scotti,CONSUM
Despensa,"Arroz, pastas, legumbres",Garbanza Blanca 500 Gr,2.49,"4,98 € / 1 Kg",Luengo,CONSUM
Despensa,"Arroz, pastas, legumbres",Alubia Blanca Larga 500 Gr,1.97,"3,94 € / 1 Kg",Luengo,CONSUM
Despensa,"Arroz, pastas, legumbres",Arroz Vaporizado 1 Kg,1.54,"1,54 € / 1 Kg",Consum,CONSUM
Despensa,"Arroz, pastas, legumbres",Arroz Integral D.O. Valencia Paquete 1 Kg,1.95,"1,95 € / 1 Kg",Dacsa,CONSUM
Despensa,"Arroz, pastas, legumbres",Pajaritas Vegetales Paquete 450 Gr,1.7,"3,78 € / 1 Kg",Gallo,CONSUM
Despensa,"Arroz, pastas, legumbres",Sémola de Trigo Paquete 250 Gr,0.81,"3,24 € / 1 Kg",Gallo,CONSUM
Despensa,"Arroz, pastas, legumbres",Alubia Roja Cocida Frasco 400 Gr,1.59,"3,98 € / 1 Kg",Luengo,CONSUM
Despensa,"Arroz, pastas, legumbres",Alubia con Verduras Frasco 400 Gr,1.49,"3,73 € / 1 Kg",Luengo,CONSUM
Despensa,"Arroz, pastas, legumbres",Arroz Bomba Paquete 1 Kg,4.9,"4,90 € / 1 Kg",Consum,CONSUM
Despensa,"Arroz, pastas, legumbres",De la Huerta Ravioli Calabaza y Cebolla 250 Gr,3.77,"15,08 € / 1 Kg",Rana,CONSUM
Despensa,"Arroz, pastas, legumbres",Pizza Barbacoa 440 Gr,3.19,"7,25 € / 1 Kg",Tarradellas,CONSUM
Despensa,"Arroz, pastas, legumbres",Huerta Ravioli Boletus Edulis 250 Gr,3.77,"15,08 € / 1 Kg",Rana,CONSUM
