description,product_code,category,subcategory,pr_23,pr_24
"Tarta infantil Paw Patrol Hacendado congelada",87683,Congelados,"Tartas y churros",8.5,8.5
"Tarta infantil Paw Patrol Hacendado congelada",87683,Congelados,"Tartas y churros",8.5,8.5
"Tarta infantil Justice League Hacendado congelada",86226,Congelados,"Tartas y churros",13.8,13.8
"Tarta infantil Justice League Hacendado congelada",86226,Congelados,"Tartas y churros",13.8,13.8
"Pizzas tomate y queso Hacendado ultracongeladas",63597,Congelados,Pizzas,2.55,2.4
"Pizzas tomate y queso Hacendado ultracongeladas",63597,Congelados,Pizzas,2.55,2.4
"Pizza boloñesa Hacendado ultracongelada",63559,Congelados,Pizzas,2.6,2.6
"Pizza boloñesa Hacendado ultracongelada",63559,Congelados,Pizzas,2.6,2.6
"Pizza Pepperoni barbacoa Hacendado ultracongelada",22648,Congelados,Pizzas,3.7,3.5
"Pizza Pepperoni barbacoa Hacendado ultracongelada",22648,Congelados,Pizzas,3.7,3.5
"Pizza masa fina 4 quesos Hacendado ultracongelada",63340,Congelados,Pizzas,2.6,2.5
"Pizza masa fina 4 quesos Hacendado ultracongelada",63340,Congelados,Pizzas,2.6,2.5
"Pizza atún Hacendado ultracongelada",63501,Congelados,Pizzas,2.6,2.6
"Pizza atún Hacendado ultracongelada",63501,Congelados,Pizzas,2.6,2.6
"Pizza masa fina jamón Hacendado ultracongelada",63339,Congelados,Pizzas,2.6,2.5
"Pizza masa fina jamón Hacendado ultracongelada",63339,Congelados,Pizzas,2.6,2.5
"Pizza 4 quesos sin gluten y sin lactosa Hacendado ultracongelada",63623,Congelados,Pizzas,3.1,3.1
"Pizza 4 quesos sin gluten y sin lactosa Hacendado ultracongelada",63623,Congelados,Pizzas,3.1,3.1
"Pizza masa fina Barbacoa Hacendado ultracongelada",22649,Congelados,Pizzas,2.6,2.5
"Pizza masa fina Barbacoa Hacendado ultracongelada",22649,Congelados,Pizzas,2.6,2.5
"Bases de pizza artesanas extrafinas y crujientes Hacendado ultracongeladas",63648,Congelados,Pizzas,1.9,1.9
"Bases de pizza artesanas extrafinas y crujientes Hacendado ultracongeladas",63648,Congelados,Pizzas,1.9,1.9
"Bases de pizza sin gluten sin lactosa Hacendado ultracongeladas",63606,Congelados,Pizzas,4,4
"Bases de pizza sin gluten sin lactosa Hacendado ultracongeladas",63606,Congelados,Pizzas,4,4
"Gazpacho tradicional Hacendado",39934,"Conservas, caldos y cremas","Gazpacho y cremas",2.15,2.2
"Gazpacho tradicional Hacendado",39934,"Conservas, caldos y cremas","Gazpacho y cremas",2.15,2.2
"Gazpacho tradicional Hacendado",15604,"Conservas, caldos y cremas","Gazpacho y cremas",1.7,1.8
"Gazpacho tradicional Hacendado",15604,"Conservas, caldos y cremas","Gazpacho y cremas",1.7,1.8
"Salmorejo al estilo cordobés Hacendado",39903,"Conservas, caldos y cremas","Gazpacho y cremas",2.5,2.7
"Salmorejo al estilo cordobés Hacendado",39903,"Conservas, caldos y cremas","Gazpacho y cremas",2.5,2.7
"Salmorejo al estilo cordobés Hacendado",39902,"Conservas, caldos y cremas","Gazpacho y cremas",2.15,2.3
"Salmorejo al estilo cordobés Hacendado",39902,"Conservas, caldos y cremas","Gazpacho y cremas",2.15,2.3
"Gazpacho fresco Hacendado",39900,"Conservas, caldos y cremas","Gazpacho y cremas",2.85,3
"Gazpacho fresco Hacendado",39900,"Conservas, caldos y cremas","Gazpacho y cremas",2.85,3
"Gazpacho fresco Hacendado",39965,"Conservas, caldos y cremas","Gazpacho y cremas",1.05,1.2
"Gazpacho fresco Hacendado",39965,"Conservas, caldos y cremas","Gazpacho y cremas",1.05,1.2
"Salmorejo fresco Hacendado",39901,"Conservas, caldos y cremas","Gazpacho y cremas",3.15,3.3
"Salmorejo fresco Hacendado",39901,"Conservas, caldos y cremas","Gazpacho y cremas",3.15,3.3
"Salmorejo fresco Hacendado",39966,"Conservas, caldos y cremas","Gazpacho y cremas",1.15,1.3
"Salmorejo fresco Hacendado",39966,"Conservas, caldos y cremas","Gazpacho y cremas",1.15,1.3
"Cacahuete +Proteínas en polvo desgrasado Hacendado 14 g proteínas 70% reducido en grasa",13738,"Panadería y pastelería","Velas y decoración",2.75,2.75
"Arroz cocido basmati Sabroz",22280,"Pizzas y platos preparados","Platos preparados calientes",1.2,1.2
"Arroz cocido basmati Sabroz",22280,"Pizzas y platos preparados","Platos preparados calientes",1.2,1.2
"Arroz cocido integral Sabroz",22281,"Pizzas y platos preparados","Platos preparados calientes",1.15,1.15
"Arroz cocido integral Sabroz",22281,"Pizzas y platos preparados","Platos preparados calientes",1.15,1.15
"Quinoa cocida blanca y roja Sabroz",22278,"Pizzas y platos preparados","Platos preparados calientes",1.5,1.5
"Quinoa cocida blanca y roja Sabroz",22278,"Pizzas y platos preparados","Platos preparados calientes",1.5,1.5
"Arroz cocido redondo Sabroz",22279,"Pizzas y platos preparados","Platos preparados calientes",1.15,1.15
"Arroz cocido redondo Sabroz",22279,"Pizzas y platos preparados","Platos preparados calientes",1.15,1.15
"Fideos orientales Yakisoba classic Gallina Blanca",8648,"Pizzas y platos preparados","Platos preparados calientes",1.95,1.95
"Fideos orientales Yakisoba classic Gallina Blanca",8648,"Pizzas y platos preparados","Platos preparados calientes",1.95,1.95
"Fideos orientales Yatekomo sabor pollo Gallina Blanca",8645,"Pizzas y platos preparados","Platos preparados calientes",3.95,3.95
"Fideos orientales Yatekomo sabor pollo Gallina Blanca",8645,"Pizzas y platos preparados","Platos preparados calientes",3.95,3.95
"Fideos orientales Yatekomo sabor pollo Gallina Blanca",8618,"Pizzas y platos preparados","Platos preparados calientes",1.55,1.55
"Fideos orientales Yatekomo sabor pollo Gallina Blanca",8618,"Pizzas y platos preparados","Platos preparados calientes",1.55,1.55
"Pasta oriental sabor pollo Maggi",86514,"Pizzas y platos preparados","Platos preparados calientes",0.9,0.9
"Pasta oriental sabor pollo Maggi",86514,"Pizzas y platos preparados","Platos preparados calientes",0.9,0.9
"Fideos orientales Yakisoba sabor soja Hacendado",8727,"Pizzas y platos preparados","Platos preparados calientes",1.3,1.3
"Fideos orientales Yakisoba sabor soja Hacendado",8727,"Pizzas y platos preparados","Platos preparados calientes",1.3,1.3
"Fideos orientales Yakisoba sabor soja Hacendado",8730,"Pizzas y platos preparados","Platos preparados calientes",0.9,0.9
"Fideos orientales Yakisoba sabor soja Hacendado",8730,"Pizzas y platos preparados","Platos preparados calientes",0.9,0.9
"Fideos orientales sabor pollo Hacendado",22453,"Pizzas y platos preparados","Platos preparados calientes",1,0.95
"Fideos orientales sabor pollo Hacendado",22453,"Pizzas y platos preparados","Platos preparados calientes",1,0.95
"Fideos orientales sabor picante Hacendado",22455,"Pizzas y platos preparados","Platos preparados calientes",1,1
"Fideos orientales sabor picante Hacendado",22455,"Pizzas y platos preparados","Platos preparados calientes",1,1
"Chocolate negro fundir Hacendado",12531,"Panadería y pastelería","Harina y preparado repostería",1.15,1.45
"Chocolate negro fundir Hacendado",12531,"Panadería y pastelería","Harina y preparado repostería",1.15,1.45
"Gotas de chocolate negro para fundir Hacendado",12544,"Panadería y pastelería","Harina y preparado repostería",1.75,2
"Gotas de chocolate negro para fundir Hacendado",12544,"Panadería y pastelería","Harina y preparado repostería",1.75,2
"Chocolate negro 70% cacao fundir Hacendado 0% azúcares añadidos",12530,"Panadería y pastelería","Harina y preparado repostería",1.8,2.25
"Chocolate negro 70% cacao fundir Hacendado 0% azúcares añadidos",12530,"Panadería y pastelería","Harina y preparado repostería",1.8,2.25
"Fideos de chocolate Hacendado",32227,"Panadería y pastelería","Velas y decoración",1.45,1.45
"Fideos de chocolate Hacendado",32227,"Panadería y pastelería","Velas y decoración",1.45,1.45
"Chocolate con leche fundir Hacendado",12533,"Panadería y pastelería","Harina y preparado repostería",1.5,1.6
"Chocolate con leche fundir Hacendado",12533,"Panadería y pastelería","Harina y preparado repostería",1.5,1.6
"Chocolate blanco fundir Hacendado",12543,"Panadería y pastelería","Harina y preparado repostería",1.5,1.6
"Chocolate blanco fundir Hacendado",12543,"Panadería y pastelería","Harina y preparado repostería",1.5,1.6
"Postre lácteo infantil de fresa Yogolino +8 meses",9192,"Postres y yogures","Yogures y postres infantiles",2.95,2.95
"Postre lácteo infantil de fresa Yogolino +8 meses",9192,"Postres y yogures","Yogures y postres infantiles",2.95,2.95
"Yogur líquido infantil con cereales y miel Go-Lácteo +8 meses",9456,"Postres y yogures","Yogures y postres infantiles",2.75,3.05
"Yogur líquido infantil con cereales y miel Go-Lácteo +8 meses",9456,"Postres y yogures","Yogures y postres infantiles",2.75,3.05
"Postre lácteo infantil de plátano Yogolino +6 meses",9193,"Postres y yogures","Yogures y postres infantiles",2.95,2.95
"Postre lácteo infantil de plátano Yogolino +6 meses",9193,"Postres y yogures","Yogures y postres infantiles",2.95,2.95
"Postre lácteo infantil de natillas Yogolino +6 meses",35403,"Postres y yogures","Yogures y postres infantiles",3.45,3.45
"Postre lácteo infantil de natillas Yogolino +6 meses",35403,"Postres y yogures","Yogures y postres infantiles",3.45,3.45
"Tubo de pota argentina limpia congelado",24203,"Marisco y pescado","Pescado congelado",1.21,1.29
"Tubo de pota argentina limpia congelado",24203,"Marisco y pescado","Pescado congelado",1.21,1.29
"Sepia limpia congelada",24200,"Marisco y pescado","Pescado congelado",5.98,5.98
"Sepia limpia congelada",24200,"Marisco y pescado","Pescado congelado",5.98,5.98
"Sepia limpia troceada Hacendado congelada",24274,"Marisco y pescado","Pescado congelado",4.05,4.05
"Sepia limpia troceada Hacendado congelada",24274,"Marisco y pescado","Pescado congelado",4.05,4.05
"Calamar limpio troceado Hacendado congelado",24242,"Marisco y pescado","Pescado congelado",5.1,5.1
"Calamar limpio troceado Hacendado congelado",24242,"Marisco y pescado","Pescado congelado",5.1,5.1
"Anguriñas de surimi Hacendado ultracongeladas",62499,"Marisco y pescado","Pescado congelado",2.3,2.3
"Porciones de bacalao sin piel MareDeus ultracongelado",24025,"Marisco y pescado","Pescado congelado",7.4,7.4
"Porciones de bacalao sin piel MareDeus ultracongelado",24025,"Marisco y pescado","Pescado congelado",7.4,7.4
"Rodaja de potón del Pacífico cocido Hacendado congelado",24234,"Marisco y pescado","Pescado congelado",5.65,6.05
"Rodaja de potón del Pacífico cocido Hacendado congelado",24234,"Marisco y pescado","Pescado congelado",5.65,6.05
"Rodaja de tintorera sin piel Hacendado ultracongelada",24383,"Marisco y pescado","Pescado congelado",2.68,3.13
"Rodaja de tintorera sin piel Hacendado ultracongelada",24383,"Marisco y pescado","Pescado congelado",2.68,3.13
"Porciones de merluza del cabo sin piel Hacendado ultracongeladas",62103,"Marisco y pescado","Pescado congelado",4.1,4.6
"Porciones de merluza del cabo sin piel Hacendado ultracongeladas",62103,"Marisco y pescado","Pescado congelado",4.1,4.6
"Sepia limpia pequeña Hacendado congelada",24206,"Marisco y pescado","Pescado congelado",4,4
"Sepia limpia pequeña Hacendado congelada",24206,"Marisco y pescado","Pescado congelado",4,4
"Pescadilla de merluza sin cabeza Hacendado ultracongelada",62176,"Marisco y pescado","Pescado congelado",5,5
"Pescadilla de merluza sin cabeza Hacendado ultracongelada",62176,"Marisco y pescado","Pescado congelado",5,5
"Cola de rape del cabo Hacendado ultracongelada",24340,"Marisco y pescado","Pescado congelado",7.98,8.48
"Cola de rape del cabo Hacendado ultracongelada",24340,"Marisco y pescado","Pescado congelado",7.98,8.48
"Tiras de potón Hacendado congeladas",24341,"Marisco y pescado","Pescado congelado",4.35,4.45
"Tiras de potón Hacendado congeladas",24341,"Marisco y pescado","Pescado congelado",4.35,4.45
"Tinta de sepia Nortindal congelada",24256,"Marisco y pescado","Pescado congelado",2.05,2.05
"Tinta de sepia Nortindal congelada",24256,"Marisco y pescado","Pescado congelado",2.05,2.05
"Filetes de merluza del cabo grandes sin piel Hacendado ultracongelados",62179,"Marisco y pescado","Pescado congelado",8.95,9.9
"Filetes de merluza del cabo grandes sin piel Hacendado ultracongelados",62179,"Marisco y pescado","Pescado congelado",8.95,9.9
"Filete de fletán negro Hacendado congelado",24344,"Marisco y pescado","Pescado congelado",3.1,3.6
"Filete de fletán negro Hacendado congelado",24344,"Marisco y pescado","Pescado congelado",3.1,3.6
"Merluza del cabo sin cabeza Hacendado ultracongelada",24324,"Marisco y pescado","Pescado congelado",4.34,4.86
"Merluza del cabo sin cabeza Hacendado ultracongelada",24324,"Marisco y pescado","Pescado congelado",4.34,4.86
"Anillas de pota Hacendado congeladas",24249,"Marisco y pescado","Pescado congelado",4.95,5.15
"Anillas de pota Hacendado congeladas",24249,"Marisco y pescado","Pescado congelado",4.95,5.15
"Pulpo crudo Hacendado congelado",24208,"Marisco y pescado","Pescado congelado",17.95,17.95
"Pulpo crudo Hacendado congelado",24208,"Marisco y pescado","Pescado congelado",17.95,17.95
"Chipirón puntilla Hacendado congelado",24291,"Marisco y pescado","Pescado congelado",4.5,4.7
"Chipirón puntilla Hacendado congelado",24291,"Marisco y pescado","Pescado congelado",4.5,4.7
"Lomos de salmón sin piel y sin espinas Hacendado congelado",24511,"Marisco y pescado","Pescado congelado",6.35,6.5
"Lomos de salmón sin piel y sin espinas Hacendado congelado",24511,"Marisco y pescado","Pescado congelado",6.35,6.5
"Migas de bacalao sin espinas y sin piel MareDeus ultra congeladas",24023,"Marisco y pescado","Pescado congelado",3.85,3.85
"Migas de bacalao sin espinas y sin piel MareDeus ultra congeladas",24023,"Marisco y pescado","Pescado congelado",3.85,3.85
"Gallos sin cabeza Hacendado ultracongelado",62000,"Marisco y pescado","Pescado congelado",6.25,6.25
"Gallos sin cabeza Hacendado ultracongelado",62000,"Marisco y pescado","Pescado congelado",6.25,6.25
"Rodajas de atún de aleta amarilla Hacendado congelado",24357,"Marisco y pescado","Pescado congelado",4.24,4.19
"Rodajas de atún de aleta amarilla Hacendado congelado",24357,"Marisco y pescado","Pescado congelado",4.24,4.19
"Calamar grande Hacendado congelado",24417,"Marisco y pescado","Pescado congelado",3.19,3.19
"Calamar grande Hacendado congelado",24417,"Marisco y pescado","Pescado congelado",3.19,3.19
"Croquetas de merluza Hacendado ultracongelados",60954,"Marisco y pescado","Pescado congelado",2.7,2.45
"Croquetas de merluza Hacendado ultracongelados",60954,"Marisco y pescado","Pescado congelado",2.7,2.45
"Pizzas tomate y queso Hacendado ultracongeladas",63597,"Pizzas y platos preparados",Pizzas,2.55,2.4
"Pizzas tomate y queso Hacendado ultracongeladas",63597,"Pizzas y platos preparados",Pizzas,2.55,2.4
"Pizza boloñesa Hacendado ultracongelada",63559,"Pizzas y platos preparados",Pizzas,2.6,2.6
"Pizza boloñesa Hacendado ultracongelada",63559,"Pizzas y platos preparados",Pizzas,2.6,2.6
"Pizza masa fina 4 quesos Hacendado ultracongelada",63340,"Pizzas y platos preparados",Pizzas,2.6,2.5
"Pizza masa fina 4 quesos Hacendado ultracongelada",63340,"Pizzas y platos preparados",Pizzas,2.6,2.5
"Pizza atún Hacendado ultracongelada",63501,"Pizzas y platos preparados",Pizzas,2.6,2.6
"Pizza atún Hacendado ultracongelada",63501,"Pizzas y platos preparados",Pizzas,2.6,2.6
"Pizza Pepperoni barbacoa Hacendado ultracongelada",22648,"Pizzas y platos preparados",Pizzas,3.7,3.5
"Pizza Pepperoni barbacoa Hacendado ultracongelada",22648,"Pizzas y platos preparados",Pizzas,3.7,3.5
"Pizza masa fina jamón Hacendado ultracongelada",63339,"Pizzas y platos preparados",Pizzas,2.6,2.5
"Pizza masa fina jamón Hacendado ultracongelada",63339,"Pizzas y platos preparados",Pizzas,2.6,2.5
"Pizza 4 quesos sin gluten y sin lactosa Hacendado ultracongelada",63623,"Pizzas y platos preparados",Pizzas,3.1,3.1
"Pizza 4 quesos sin gluten y sin lactosa Hacendado ultracongelada",63623,"Pizzas y platos preparados",Pizzas,3.1,3.1
"Pizza masa fina Barbacoa Hacendado ultracongelada",22649,"Pizzas y platos preparados",Pizzas,2.6,2.5
"Pizza masa fina Barbacoa Hacendado ultracongelada",22649,"Pizzas y platos preparados",Pizzas,2.6,2.5
"Bases de pizza artesanas extrafinas y crujientes Hacendado ultracongeladas",63648,"Pizzas y platos preparados",Pizzas,1.9,1.9
"Bases de pizza artesanas extrafinas y crujientes Hacendado ultracongeladas",63648,"Pizzas y platos preparados",Pizzas,1.9,1.9
"Bases de pizza sin gluten sin lactosa Hacendado ultracongeladas",63606,"Pizzas y platos preparados",Pizzas,4,4
"Bases de pizza sin gluten sin lactosa Hacendado ultracongeladas",63606,"Pizzas y platos preparados",Pizzas,4,4
"Aritos de surimi a la romana Pescanova ultracongelados",63238,"Marisco y pescado","Pescado congelado",2.45,2.95
"Aritos de surimi a la romana Pescanova ultracongelados",63238,"Marisco y pescado","Pescado congelado",2.45,2.95
"Merluza empanada pan fino Hacendado ultracongelada",63140,"Marisco y pescado","Pescado congelado",4.2,4.2
"Merluza empanada pan fino Hacendado ultracongelada",63140,"Marisco y pescado","Pescado congelado",4.2,4.2
"Empanadillas de atún Hacendado ultracongeladas",63407,"Marisco y pescado","Pescado congelado",1.8,1.9
"Empanadillas de atún Hacendado ultracongeladas",63407,"Marisco y pescado","Pescado congelado",1.8,1.9
"Rabas empanadas Hacendado ultracongeladas",63161,"Marisco y pescado","Pescado congelado",3.75,3.65
"Rabas empanadas Hacendado ultracongeladas",63161,"Marisco y pescado","Pescado congelado",3.75,3.65
"Anillas de pota a la romana Hacendado ultracongeladas",63163,"Marisco y pescado","Pescado congelado",4.3,4.3
"Anillas de pota a la romana Hacendado ultracongeladas",63163,"Marisco y pescado","Pescado congelado",4.3,4.3
"Palitos de merluza a la romana Hacendado ultracongelados",63151,"Marisco y pescado","Pescado congelado",2.75,2.75
"Palitos de merluza a la romana Hacendado ultracongelados",63151,"Marisco y pescado","Pescado congelado",2.75,2.75
"Figuritas de merluza empanadas Hacendado ultracongeladas",63159,"Marisco y pescado","Pescado congelado",3.6,3.6
"Figuritas de merluza empanadas Hacendado ultracongeladas",63159,"Marisco y pescado","Pescado congelado",3.6,3.6
"Langostino caballitos rebozados Hacendado ultracongelados",63144,"Marisco y pescado","Pescado congelado",3.35,3.3
"Langostino caballitos rebozados Hacendado ultracongelados",63144,"Marisco y pescado","Pescado congelado",3.35,3.3
"Filetes de boquerón en tempura Hacendado ultracongelado",63114,"Marisco y pescado","Pescado congelado",3.5,3.75
"Filetes de boquerón en tempura Hacendado ultracongelado",63114,"Marisco y pescado","Pescado congelado",3.5,3.75
"Tarta carrot cake Hacendado congelada",87677,"Panadería y pastelería","Tartas y pasteles",11,11
"Tarta carrot cake Hacendado congelada",87677,"Panadería y pastelería","Tartas y pasteles",11,11
"Tarta red velvet Hacendado congelada",87607,"Panadería y pastelería","Tartas y pasteles",9.5,9.5
"Tarta red velvet Hacendado congelada",87607,"Panadería y pastelería","Tartas y pasteles",9.5,9.5
"Tarta tres chocolates Hacendado congelada",87599,"Panadería y pastelería","Tartas y pasteles",9,8.9
"Tarta tres chocolates Hacendado congelada",87599,"Panadería y pastelería","Tartas y pasteles",9,8.9
"Mousse de queso Hacendado congelado",87601,"Panadería y pastelería","Tartas y pasteles",7.5,7.5
"Mousse de queso Hacendado congelado",87601,"Panadería y pastelería","Tartas y pasteles",7.5,7.5
"Tarta de tiramisú Hacendado congelada",87603,"Panadería y pastelería","Tartas y pasteles",9.5,9.5
"Tarta de tiramisú Hacendado congelada",87603,"Panadería y pastelería","Tartas y pasteles",9.5,9.5
"Tarta de la abuela Hacendado congelada",87692,"Panadería y pastelería","Tartas y pasteles",8.5,8.3
