description,units,price_eu,unit_price,date,order_num,user
Remolacha cocida y pelada,2,1.6,0.8,2022-10-13,12838037,kike
Hummus de garbanzos Hacendado receta clásica,1,1.2,1.2,2022-10-13,12838037,kike
Huevos grandes L,2,7.9,3.95,2022-10-13,12838037,kike
Banana,6,1.11,0.185,2022-10-13,12838037,kike
Tomate pera,2,0.35,0.175,2022-10-13,12838037,kike
Espárrago verde grueso,2,5.98,2.99,2022-10-13,12838037,kike
Ensalada mezcla brotes tiernos maxi,1,1.75,1.75,2022-10-13,12838037,kike
Pechugas enteras de pollo,1,4.53,4.53,2022-10-13,12838037,kike
Pechugas enteras de pollo,1,4.54,4.54,2022-10-13,12838037,kike
Medallones preparado de solomillo cerdo provenzal,1,3.51,3.51,2022-10-13,12838037,kike
Medallones preparado de solomillo cerdo provenzal,1,3.63,3.63,2022-10-13,12838037,kike
Aguacates,1,2.61,2.61,2022-10-13,12838037,kike
Jengibre,1,1.66,1.66,2022-10-13,12838037,kike
Champiñón laminado limpio,1,1.5,1.5,2022-10-13,12838037,kike
Medallones pechuga de pollo marinado,1,4.02,4.02,2022-10-13,12838037,kike
Medallones pechuga de pollo marinado,1,3.55,3.55,2022-10-13,12838037,kike
Tacos de pavo al ajillo,1,3.58,3.58,2022-10-13,12838037,kike
Barrita con proteínas Enervit Sport sabor chocolate negro,1,4.9,4.9,2022-10-06,12793662,kike
Spaghetti Hacendado,1,1.2,1.2,2022-10-06,12793662,kike
Pan de hamburguesa Brioche Hacendado,1,0.85,0.85,2022-10-06,12793662,kike
Pan de molde 100% integral Hacendado,1,0.95,0.95,2022-10-06,12793662,kike
Papel higiénico Doble Rollo Bosque Verde,1,4.75,4.75,2022-10-06,12793662,kike
Papel higiénico Doble Rollo Bosque Verde,1,4.75,4.75,2022-10-06,12793662,kike
Quiche verduras Hacendado con calabacín y queso de cabra,1,2.2,2.2,2022-10-06,12793662,kike
Chili con carne Hacendado,1,2.6,2.6,2022-10-06,12793662,kike
Plátano macho,3,2.03,0.6766666666666666,2022-10-06,12793662,kike
Patatas,1,4.4,4.4,2022-10-06,12793662,kike
Patatas,1,4.4,4.4,2022-10-06,12793662,kike
Judía verde redonda,1,2.15,2.15,2022-10-06,12793662,kike
Espárrago verde grueso,1,2.99,2.99,2022-10-06,12793662,kike
"Pimientos tricolor rojo, amarillo y verde",1,1.64,1.64,2022-10-06,12793662,kike
Palitos de zanahoria,1,1.6,1.6,2022-10-06,12793662,kike
Tomate pera,4,0.77,0.1925,2022-10-06,12793662,kike
Ensalada mezcla brotes tiernos maxi,1,1.75,1.75,2022-10-06,12793662,kike
Banana,6,1.63,0.2716666666666666,2022-10-06,12793662,kike
Manzana Royal Gala,2,0.77,0.385,2022-10-06,12793662,kike
Preparado de carne picada vacuno,1,6.18,6.18,2022-10-06,12793662,kike
Burger de vacuno,1,4.18,4.18,2022-10-06,12793662,kike
Huevos grandes L,1,3.95,3.95,2022-10-06,12793662,kike
Fajitas pollo y verduras,1,3.99,3.99,2022-10-06,12793662,kike
Refresco Coca-Cola Zero azúcar,1,9.36,9.36,2022-10-06,12793662,kike
Aceite de oliva virgen extra Hacendado,1,2.15,2.15,2022-10-06,12793662,kike
Filete de salmón rosado salvaje con piel Hacendado ultracongelado,1,2.76,2.76,2022-10-06,12793662,kike
Queso de oveja Entrepinares lonchas,1,2.39,2.39,2022-10-06,12793662,kike
Filetes pechuga de pollo corte fino,1,4.51,4.51,2022-10-06,12793662,kike
Filetes pechuga de pollo corte fino,1,4.19,4.19,2022-10-06,12793662,kike
Pechugas enteras de pollo,1,4.32,4.32,2022-10-06,12793662,kike
Pechugas enteras de pollo,1,4.4,4.4,2022-10-06,12793662,kike
Medallones pechuga de pollo marinado,1,4.32,4.32,2022-10-06,12793662,kike
Aguacates,1,2.9,2.9,2022-10-06,12793662,kike
Aguacates,1,3.03,3.03,2022-10-06,12793662,kike
Friegasuelos pino Bosque Verde líquido,4,2.72,0.68,2020-09-16,6598904,palacet
Papel multiusos resistente Bosque Verde,1,2.89,2.89,2020-09-16,6598904,palacet
Papel higiénico doble rollo Bosque Verde,3,11.46,3.82,2020-09-16,6598904,palacet
Lavavajillas aloe Bosque Verde concentrado,4,6.2,1.55,2020-09-16,6598904,palacet
Suavizante ropa talco Bosque Verde concentrado,2,3.58,1.79,2020-09-16,6598904,palacet
Detergente ropa jabón natural de Marsella Bosque Verde líquido,1,4.2,4.2,2020-09-16,6598904,palacet
Mermelada de fresa Hacendado,1,1.05,1.05,2020-09-16,6598904,palacet
Margarina Hacendado,1,0.8,0.8,2020-09-16,6598904,palacet
Flan de vainilla con caramelo Hacendado,1,0.7,0.7,2020-09-16,6598904,palacet
Anacardo natural Hacendado,1,2.09,2.09,2020-09-16,6598904,palacet
Cacahuete frito Hacendado,1,0.85,0.85,2020-09-16,6598904,palacet
Salsa de soja Hacendado,1,1.35,1.35,2020-09-16,6598904,palacet
Maíz dulce Hacendado,1,0.95,0.95,2020-09-16,6598904,palacet
Noodles de arroz Acecook,1,1.25,1.25,2020-09-16,6598904,palacet
Nidos vegetales Hacendado,1,1.15,1.15,2020-09-16,6598904,palacet
Café molido mezcla fuerte Hacendado,1,4.45,4.45,2020-09-16,6598904,palacet
Garbanzo cocido Hacendado,2,1.08,0.54,2020-09-16,6598904,palacet
Queso fundido sándwich Hacendado lonchas,1,1.0,1.0,2020-09-16,6598904,palacet
Barra de pan tradicional,1,1.15,1.15,2020-09-16,6598904,palacet
Huevos grandes L,1,1.45,1.45,2020-09-16,6598904,palacet
Azúcar moreno de caña Acor,1,1.78,1.78,2020-09-16,6598904,palacet
Secreto de cerdo,1,3.49,3.49,2020-09-16,6598904,palacet
Escalopines de salmón sin espinas,1,7.97,7.97,2020-09-16,6598904,palacet
Queso grana padano Zanetti,1,3.54,3.54,2020-09-16,6598904,palacet
Povidona yodada Deliplus,1,1.6,1.6,2021-06-30,8994847,palacet
Jabón de manos lavanda Deliplus pastilla,1,0.85,0.85,2021-06-30,8994847,palacet
Gel de baño frutal Deliplus piel normal,1,0.9,0.9,2021-06-30,8994847,palacet
Perejil Hacendado,1,0.69,0.69,2021-06-30,8994847,palacet
Encendedor cocina largo Clipper,1,2.57,2.57,2021-06-30,8994847,palacet
Suavizante ropa Spa Bosque Verde concentrado,2,3.5,1.75,2021-06-30,8994847,palacet
Detergente Lavado a Mano Bosque Verde líquido,1,1.89,1.89,2021-06-30,8994847,palacet
Gamuzas atrapa polvo Bosque Verde,2,3.9,1.95,2021-06-30,8994847,palacet
Lejía con detergente Bosque Verde,1,0.71,0.71,2021-06-30,8994847,palacet
Colgador WC Azul perfume marino Bosque Verde,1,1.2,1.2,2021-06-30,8994847,palacet
Azúcar moreno de caña Acor,1,1.65,1.65,2021-06-30,8994847,palacet
Bolsa de basura Bosque Verde 30L cubo mediano,2,2.7,1.35,2021-06-30,8994847,palacet
Detergente ropa jabón natural de Marsella Bosque Verde líquido,1,4.2,4.2,2021-06-30,8994847,palacet
Papel Multiusos Resistente Bosque Verde,2,5.4,2.7,2021-06-30,8994847,palacet
Lavavajillas aloe Bosque Verde concentrado,2,3.1,1.55,2021-06-30,8994847,palacet
Friegasuelos Pino Bosque Verde líquido,2,1.3,0.65,2021-06-30,8994847,palacet
Estropajo suciedad resistente Bosque Verde,2,1.8,0.9,2021-06-30,8994847,palacet
Papel higiénico Doble Rollo Bosque Verde,4,15.28,3.82,2021-06-30,8994847,palacet
Escobilla para WC Bosque Verde,1,3.0,3.0,2022-03-09,12549682,palacet
Quitagrasas KH-7,1,3.4,3.4,2022-03-09,12549682,palacet
Suavizante ropa Spa Bosque Verde concentrado,2,3.8,1.9,2022-03-09,12549682,palacet
Limpia lavadoras Bosque Verde líquido,1,2.0,2.0,2022-03-09,12549682,palacet
Papel vegetal Bosque Verde,3,5.1,1.7,2022-03-09,12549682,palacet
Gel de baño frutal Deliplus piel normal,2,2.0,1.0,2022-03-09,12549682,palacet
Suavizante ropa Floral Bosque Verde concentrado,2,3.8,1.9,2022-03-09,12549682,palacet
Estropajo suciedad resistente Bosque Verde,3,2.55,0.85,2022-03-09,12549682,palacet
Sal fina Hacendado,1,0.25,0.25,2022-03-09,12549682,palacet
Papel Multiusos Resistente Bosque Verde,2,6.5,3.25,2022-03-09,12549682,palacet
Recambio antihumedad con aromas cítricos Bosque Verde,1,2.0,2.0,2022-03-09,12549682,palacet
Estropajo acero inoxidable Bosque Verde,1,0.7,0.7,2022-03-09,12549682,palacet
Fregona Resistente y Absorbente Bosque Verde,1,1.85,1.85,2022-03-09,12549682,palacet
Friegasuelos Pino Bosque Verde líquido,4,3.8,0.95,2022-03-09,12549682,palacet
Activador del lavado ropa blanca Oxi Active Bosque Verde en gel,2,3.4,1.7,2022-03-09,12549682,palacet
Toallitas limpiadoras de suelo Bosque Verde,1,1.6,1.6,2022-03-09,12549682,palacet
Bolsa de basura Bosque Verde 30L cubo mediano,5,8.5,1.7,2022-03-09,12549682,palacet
Detergente ropa jabón natural de Marsella Bosque Verde líquido,4,14.0,3.5,2022-03-09,12549682,palacet
Limpiador Baños Bosque Verde en gel,1,1.3,1.3,2021-10-14,10076002,palacet
Gamuzas atrapa polvo Bosque Verde,1,1.95,1.95,2021-10-14,10076002,palacet
Escoba Bosque Verde,1,1.0,1.0,2021-10-14,10076002,palacet
Guantes 100% nitrilo Bosque Verde talla mediana,1,1.6,1.6,2021-10-14,10076002,palacet
Estropajo suciedad resistente Bosque Verde,2,1.3,0.65,2021-10-14,10076002,palacet
Limpiador Cal y Suciedad Cillit Bang,1,2.99,2.99,2021-10-14,10076002,palacet
Limpiacristales y multiusos Bosque Verde,1,1.0,1.0,2021-10-14,10076002,palacet
Toallitas limpiadoras de suelo Bosque Verde,1,1.6,1.6,2021-10-14,10076002,palacet
Activador del lavado ropa blanca Oxi Active Bosque Verde en gel,1,1.6,1.6,2021-10-14,10076002,palacet
Quitagrasas KH-7,2,5.38,2.69,2021-10-14,10076002,palacet
Servilleta papel Bosque Verde,3,2.7,0.9,2021-10-14,10076002,palacet
Suavizante ropa Floral Bosque Verde concentrado,2,3.5,1.75,2021-10-14,10076002,palacet
Estropajo acero inoxidable Bosque Verde,2,1.4,0.7,2021-10-14,10076002,palacet
Multiusos Desinfectante antibacterias Bosque Verde,4,7.8,1.95,2021-10-14,10076002,palacet
Suavizante ropa Spa Bosque Verde concentrado,2,3.5,1.75,2021-10-14,10076002,palacet
Lejía con detergente Bosque Verde,2,1.42,0.71,2021-10-14,10076002,palacet
Detergente ropa jabón natural de Marsella Bosque Verde líquido,3,12.6,4.2,2021-10-14,10076002,palacet
Papel Multiusos Resistente Bosque Verde,3,8.4,2.8000000000000003,2021-10-14,10076002,palacet
Toallitas limpiadoras de suelo Bosque Verde,1,1.6,1.6,2022-03-18,11572189,palacet
Estropajo acero inoxidable Bosque Verde,1,0.7,0.7,2022-03-18,11572189,palacet
Lejía con detergente Bosque Verde,2,1.7,0.85,2022-03-18,11572189,palacet
Servilleta papel Bosque Verde,2,1.9,0.95,2022-03-18,11572189,palacet
Bolsa de basura Bosque Verde 30L cubo mediano,3,5.25,1.75,2022-03-18,11572189,palacet
Papel Multiusos Resistente Bosque Verde,1,3.0,3.0,2022-03-18,11572189,palacet
Detergente ropa jabón natural de Marsella Bosque Verde líquido,3,14.4,4.8,2022-03-18,11572189,palacet
Friegasuelos Pino Bosque Verde líquido,4,2.6,0.65,2022-03-18,11572189,palacet
Papel higiénico Doble Rollo Bosque Verde,5,21.5,4.3,2022-03-18,11572189,palacet
Bolsa de basura Bosque Verde 30L cubo mediano,1,1.35,1.35,2021-04-16,8135057,palacet
Suavizante ropa talco Bosque Verde concentrado,2,3.5,1.75,2021-04-16,8135057,palacet
Lavavajillas aloe Bosque Verde concentrado,2,3.1,1.55,2021-04-16,8135057,palacet
Friegasuelos pino Bosque Verde líquido,2,1.3,0.65,2021-04-16,8135057,palacet
Papel higiénico doble rollo Bosque Verde,4,15.28,3.82,2021-04-16,8135057,palacet
Estropajo suciedad resistente Bosque Verde,2,1.8,0.9,2021-04-16,8135057,palacet
Absorbeolores en gel para frigorífico Bosque Verde,1,1.8,1.8,2021-04-16,8135057,palacet
Vinagre de limpieza Bosque Verde concentrado,1,0.75,0.75,2021-04-16,8135057,palacet
Bicarbonato sódico Hacendado,1,1.19,1.19,2021-04-16,8135057,palacet
Sal fina Hacendado,1,0.22,0.22,2021-04-16,8135057,palacet
Limpiador WC con lejía Bosque Verde en gel,1,1.0,1.0,2021-04-16,8135057,palacet
Limpiador baños Bosque Verde en gel,1,1.3,1.3,2021-04-16,8135057,palacet
Quitagrasas KH-7,1,2.69,2.69,2021-04-16,8135057,palacet
Activador del lavado ropa blanca Bosque Verde en gel,1,1.6,1.6,2021-04-16,8135057,palacet
Papel multiusos resistente Bosque Verde,2,5.4,2.7,2021-04-16,8135057,palacet
Colgador WC azul perfume marino Bosque Verde,1,1.2,1.2,2021-04-16,8135057,palacet
Papel de aluminio Bosque Verde,1,2.9,2.9,2021-04-16,8135057,palacet
Recambio antihumedad Bosque Verde con aromas cítricos,1,2.0,2.0,2021-04-16,8135057,palacet
Azúcar moreno de caña Acor,1,1.7,1.7,2021-04-16,8135057,palacet
Fregona resistente y absorbente Bosque Verde,2,3.4,1.7,2021-04-16,8135057,palacet
Multiusos desinfectante antibacterias Bosque Verde,2,3.9,1.95,2021-04-16,8135057,palacet
Servilleta papel Bosque Verde,2,1.8,0.9,2021-04-16,8135057,palacet
Detergente ropa jabón natural de Marsella Bosque Verde líquido,2,8.4,4.2,2021-04-16,8135057,palacet
Aceite de oliva virgen extra Hacendado,4,38.0,9.5,2021-04-16,8135057,palacet
Curry Hacendado,1,0.62,0.62,2020-07-11,6947878,palacet
Bayeta cristales y espejos Bosque Verde microfibra,2,1.7,0.85,2020-07-11,6947878,palacet
Escoba fibras cruzadas Bosque Verde,1,2.1,2.1,2020-07-11,6947878,palacet
Limpiador cal y suciedad Cillit Bang,1,2.99,2.99,2020-07-11,6947878,palacet
Estropajo acero inoxidable Bosque Verde,2,1.4,0.7,2020-07-11,6947878,palacet
Bolsa de basura Bosque Verde 30L cubo mediano,2,2.9,1.45,2020-07-11,6947878,palacet
Desatascador de tuberías Bosque Verde en gel,1,1.75,1.75,2020-07-11,6947878,palacet
Toallitas limpiadoras de suelo Bosque Verde,1,1.6,1.6,2020-07-11,6947878,palacet
Papel vegetal Bosque Verde,2,2.6,1.3,2020-07-11,6947878,palacet
Sal fina Hacendado,2,0.46,0.23,2020-07-11,6947878,palacet
Limpiador baños Bosque Verde en gel,1,1.3,1.3,2020-07-11,6947878,palacet
Limpiador WC con lejía Bosque Verde en gel,1,1.23,1.23,2020-07-11,6947878,palacet
Servilleta papel Bosque Verde,2,1.8,0.9,2020-07-11,6947878,palacet
Activador del lavado ropa blanca Bosque Verde en gel,1,1.6,1.6,2020-07-11,6947878,palacet
Suavizante ropa talco Bosque Verde concentrado,2,3.58,1.79,2020-07-11,6947878,palacet
Lavavajillas aloe Bosque Verde concentrado,1,1.55,1.55,2020-07-11,6947878,palacet
Lejía con detergente Bosque Verde,1,0.71,0.71,2020-07-11,6947878,palacet
Friegasuelos pino Bosque Verde líquido,1,0.65,0.65,2020-07-11,6947878,palacet
