description_x,units,price_eu,unit_price,date,order_num,best_match,description_y,product_code
toallitas faciales limpiadoras purificantes deliplus pieles grasas,1,1.95,1.95,2020-10-12,7119732,mousse facial limpiadora purificante oil free facial clean deliplus pieles grasas y/o con tendencias acneicas,mousse facial limpiadora purificante oil free facial clean deliplus pieles grasas y/o con tendencias acneicas,46893.0
locion facial limpiadora deliplus pieles grasas,1,3.95,3.95,2020-10-12,7119732,leche facial limpiadora facial clean deliplus todo tipo de pieles,leche facial limpiadora facial clean deliplus todo tipo de pieles,46877.0
spaghetti al huevo hacendado,1,0.99,0.99,2020-10-12,7119732,spaghetti al huevo hacendado,spaghetti al huevo hacendado,6302.0
toallitas desmaquillantes micelar & oil deliplus para todo tipo de pieles,1,1.35,1.35,2020-10-12,7119732,gel desmaquillador de ojos facial clean deliplus todo tipo de pieles,gel desmaquillador de ojos facial clean deliplus todo tipo de pieles,46859.0
discos desmaquillantes deliplus redondos algodon 100%,1,0.95,0.95,2020-10-12,7119732,discos desmaquillantes deliplus redondos algodon 100%,discos desmaquillantes deliplus redondos algodon 100%,79407.0
pinzas de plastico bosque verde gigantes,1,1.25,1.25,2020-10-12,7119732,pinzas de plastico bosque verde gigantes,pinzas de plastico bosque verde gigantes,86641.0
encendedor cocina largo clipper,1,2.57,2.57,2020-10-12,7119732,encendedor cocina largo clipper,encendedor cocina largo clipper,49080.0
bolsas zip congelacion medianas bosque verde,1,1.1,1.1,2020-10-12,7119732,"bolsas zip congelacion medianas bosque verde 18 x 18,5 cm","bolsas zip congelacion medianas bosque verde 18 x 18,5 cm",49073.0
garbanzo hacendado,1,2.15,2.15,2020-10-12,7119732,harina de garbanzo hacendado,harina de garbanzo hacendado,29373.0
fondue savoyarde 3 quesos entremont,2,6.7,3.35,2020-10-12,7119732,fondue savoyarde 3 quesos entremont,fondue savoyarde 3 quesos entremont,50616.0
zanahorias,1,0.69,0.69,2020-10-12,7119732,mandarinas,mandarinas,5251.0
patata para micro,1,1.2,1.2,2020-10-12,7119732,patata para micro,patata para micro,69484.0
jamon serrano incarlopsa lonchas extrafinas,2,4.38,2.19,2020-10-12,7119732,jamon serrano incarlopsa lonchas extrafinas,jamon serrano incarlopsa lonchas extrafinas,59151.0
galletas choco negro con chocolatina hacendado,1,1.0,1.0,2020-10-12,7119732,galletas choco negro con chocolatina hacendado,galletas choco negro con chocolatina hacendado,14639.0
11 panecillos,1,1.0,1.0,2020-10-12,7119732,11 panecillos,11 panecillos,83783.0
"panecillo de ajo 1,2%",4,0.88,0.22,2020-10-12,7119732,panecillo de queso 18%,panecillo de queso 18%,67563.0
panecillo de trigo integral 30%,2,0.38,0.19,2020-10-12,7119732,panecillo de trigo integral 30%,panecillo de trigo integral 30%,83437.0
huevos grandes l,2,5.2,2.6,2020-10-12,7119732,huevos super grandes xl,huevos super grandes xl,31592.0
longaniza de pascua hacendado,1,3.0,3.0,2020-10-12,7119732,longaniza de payes hacendado,longaniza de payes hacendado,55130.0
crema de queso camembert hacendado,1,1.35,1.35,2020-10-12,7119732,crema de queso camembert hacendado,crema de queso camembert hacendado,51181.0
zumo de melocoton y uva hacendado,1,0.58,0.58,2020-10-12,7119732,zumo de pomelo hacendado,zumo de pomelo hacendado,39696.0
leche desnatada pascual,5,26.7,5.34,2020-10-12,7119732,leche en polvo desnatada,leche en polvo desnatada,10414.0
toallitas bebe frescas & perfumadas deliplus,1,0.95,0.95,2020-10-12,7119732,toallitas infantiles cara y manos deliplus,toallitas infantiles cara y manos deliplus,22931.0
patatas,1,4.79,4.79,2020-10-12,7119732,patata,patata,69066.0
fuet espetec extra hacendado,4,8.2,2.05,2020-10-12,7119732,fuet espetec extra hacendado,fuet espetec extra hacendado,55108.0
cafe en capsula sontuoso l'or espresso,4,13.6,3.4,2020-10-12,7119732,cafe en capsula espresso tassimo compatibles maquinas tassimo,cafe en capsula espresso tassimo compatibles maquinas tassimo,11873.0
longaniza magro fresca,1,2.6,2.6,2020-10-12,7119732,longaniza magro fresca,longaniza magro fresca,6040.0
filete de vacuno anojo para empanar,1,4.79,4.79,2020-10-12,7119732,filetes de vacuno anojo para empanar,filetes de vacuno anojo para empanar,4448.0
alas de pollo partidas,1,2.38,2.38,2020-10-12,7119732,alas partidas de pollo,alas partidas de pollo,2785.0
filetes pechuga de pollo corte fino,1,4.8,4.8,2020-10-12,7119732,filetes pechuga de pollo corte fino,filetes pechuga de pollo corte fino,3400.0
filetes pechuga de pollo corte fino,1,4.8,4.8,2020-10-12,7119732,filetes pechuga de pollo corte fino,filetes pechuga de pollo corte fino,3400.0
filetes pechuga de pollo corte fino,1,4.7,4.7,2020-10-12,7119732,filetes pechuga de pollo corte fino,filetes pechuga de pollo corte fino,3400.0
filetes pechuga de pollo corte fino,1,4.7,4.7,2020-10-12,7119732,filetes pechuga de pollo corte fino,filetes pechuga de pollo corte fino,3400.0
queso azul hojas,1,2.36,2.36,2020-10-12,7119732,queso el caserio lonchas,queso el caserio lonchas,50169.0
chuletas cordero de lechal congeladas,1,6.84,6.84,2020-10-12,7119732,chuletas de cordero pierna,chuletas de cordero pierna,4364.0
mantequilla sin sal anadida hacendado,1,1.9,1.9,2024-11-03,358781,mantequilla sin sal anadida hacendado,mantequilla sin sal anadida hacendado,20716.0
mantequilla sin sal anadida hacendado,1,1.9,1.9,2024-11-03,358781,mantequilla sin sal anadida hacendado,mantequilla sin sal anadida hacendado,20716.0
bolsa de basura grande bosque verde 50l cubo grande,1,1.6,1.6,2024-11-03,358781,bolsa de basura grande bosque verde 50l cubo grande,bolsa de basura grande bosque verde 50l cubo grande,49048.0
bolsa de basura jardin bosque verde 100l cubo industrial,1,2.65,2.65,2024-11-03,358781,bolsa de basura jardin bosque verde 100l cubo industrial,bolsa de basura jardin bosque verde 100l cubo industrial,49703.0
bolsa de basura bosque verde 30l cubo mediano,1,1.7,1.7,2024-11-03,358781,bolsa de basura bosque verde 30l cubo mediano,bolsa de basura bosque verde 30l cubo mediano,49750.0
estropajo inox bosque verde,1,1.2,1.2,2024-11-03,358781,estropajo inox bosque verde,estropajo inox bosque verde,71377.0
lejia normal tradicional bosque verde,1,0.8,0.8,2024-11-03,358781,trampa contra hormigas bosque verde,trampa contra hormigas bosque verde,60965.0
gamba pelada cruda tamano mediano hacendado ultracongelada,1,4.95,4.95,2024-11-03,358781,patatas horno hacendado ultracongeladas,patatas horno hacendado ultracongeladas,61424.0
caldo de pollo avecrem en pastillas,2,5.9,2.95,2024-11-03,358781,caldo de pollo avecrem en pastillas gallina blanca,caldo de pollo avecrem en pastillas gallina blanca,7014.0
caldo de marisco o fideua para paella hacendado con sofrito,1,2.1,2.1,2024-11-03,358781,caldo de marisco o fideua para paella hacendado con sofrito,caldo de marisco o fideua para paella hacendado con sofrito,7021.0
caldo de pescado hacendado,2,2.2,1.1,2024-11-03,358781,caldo de pescado hacendado,caldo de pescado hacendado,7325.0
caldo de pollo hacendado,5,3.75,0.75,2024-11-03,358781,caldo de pollo hacendado,caldo de pollo hacendado,7313.0
preparado de paella y sopa hacendado ultracongelado,2,7.9,3.95,2024-11-03,358781,salteado de pollo hacendado ultracongelado,salteado de pollo hacendado ultracongelado,13404.0
brocoli hacendado ultracongelado,1,2.05,2.05,2024-11-03,358781,brocoli hacendado ultracongelado,brocoli hacendado ultracongelado,61261.0
habitas muy tiernas hacendado ultracongeladas,2,5.6,2.8,2024-11-03,358781,habitas muy tiernas hacendado ultracongeladas,habitas muy tiernas hacendado ultracongeladas,61285.0
alcachofa troceada hacendado ultracongelada,1,2.55,2.55,2024-11-03,358781,alcachofa troceada hacendado ultracongelada,alcachofa troceada hacendado ultracongelada,13865.0
guisante fino hacendado ultracongelado,1,1.6,1.6,2024-11-03,358781,guisantes hacendado ultracongelados,guisantes hacendado ultracongelados,22605.0
ajo tierno hacendado ultracongelado,2,3.94,1.97,2024-11-03,358781,ajo tierno hacendado ultracongelado,ajo tierno hacendado ultracongelado,61288.0
nuez natural hacendado pelada,2,4.0,2.0,2024-11-03,358781,nuez natural hacendado pelada,nuez natural hacendado pelada,34024.0
galletas digestive 0% azucares anadidos hacendado,3,4.35,1.45,2024-11-03,358781,galletas digestive 0% azucares anadidos hacendado,galletas digestive 0% azucares anadidos hacendado,14200.0
leche desnatada calcio hacendado,2,11.28,5.64,2024-11-03,358781,cafe con leche descafeinado hacendado,cafe con leche descafeinado hacendado,10672.0
kiwis verdes,1,3.04,3.04,2024-11-03,358781,kiwis verdes,kiwis verdes,3832.0
manzanas golden,1,2.58,2.58,2024-11-03,358781,manzanas golden,manzanas golden,3269.0
peras conferencia,1,2.79,2.79,2024-11-03,358781,peras conferencia,peras conferencia,3297.0
alas de pollo,1,4.91,4.91,2024-11-03,358781,alas de pollo,alas de pollo,2784.0
champinon pequeno,1,1.37,1.37,2024-11-03,358781,champinon pequeno,champinon pequeno,69651.0
champinon pequeno,1,1.24,1.24,2024-11-03,358781,champinon pequeno,champinon pequeno,69651.0
champinon pequeno,1,1.36,1.36,2024-11-03,358781,champinon pequeno,champinon pequeno,69651.0
filetes lomo de cerdo familiar,1,6.21,6.21,2024-11-03,358781,filetes lomo de cerdo familiar,filetes lomo de cerdo familiar,3395.0
brochetas de pollo,1,3.01,3.01,2024-11-03,358781,croquetas de pollo,croquetas de pollo,23270.0
brochetas de pollo,1,3.17,3.17,2024-11-03,358781,croquetas de pollo,croquetas de pollo,23270.0
brochetas de pollo,1,3.18,3.18,2024-11-03,358781,croquetas de pollo,croquetas de pollo,23270.0
mini empanadillas de atun hacendado ultracongeladas,1,1.6,1.6,2021-12-16,10822769,espinacas a la crema hacendado ultracongeladas,espinacas a la crema hacendado ultracongeladas,61368.0
tacos de bacalao sin espinas hacendado congelado,1,3.98,3.98,2021-12-16,10822769,tacos de bacalao sin espinas hacendado congelado en su punto de sal,tacos de bacalao sin espinas hacendado congelado en su punto de sal,24024.0
filetes de bacalao sin espinas hacendado congelado,1,4.25,4.25,2021-12-16,10822769,tacos de bacalao sin espinas hacendado congelado en su punto de sal,tacos de bacalao sin espinas hacendado congelado en su punto de sal,24024.0
lomos y centros de merluza del cabo hacendado ultracongelados,1,3.2,3.2,2021-12-16,10822769,samosas de carne hacendado ultracongeladas,samosas de carne hacendado ultracongeladas,63017.0
preparado de carne picada vacuno y cerdo,1,3.19,3.19,2021-12-16,10822769,preparado de verdura para cocido,preparado de verdura para cocido,69587.0
tomates cherry en rama dulcita,1,2.39,2.39,2021-12-16,10822769,tomates cherry en rama dulcita,tomates cherry en rama dulcita,69414.0
yogur sabores hacendado,1,1.8,1.8,2021-12-16,10822769,salsa yogur hacendado,salsa yogur hacendado,17327.0
yogur griego natural azucarado hacendado,1,0.95,0.95,2021-12-16,10822769,yogur griego natural azucarado hacendado,yogur griego natural azucarado hacendado,20558.0
queso tierno bola edam holland corona,1,2.9,2.9,2021-12-16,10822769,queso tierno bola edam holland corona,queso tierno bola edam holland corona,50483.0
papel higienico doble rollo bosque verde,1,3.95,3.95,2021-12-16,10822769,papel higienico doble hoja bosque verde,papel higienico doble hoja bosque verde,47834.0
papel hogar compacto absorbente bosque verde,1,1.78,1.78,2021-12-16,10822769,papel hogar compacto absorbente bosque verde,papel hogar compacto absorbente bosque verde,49619.0
lavavajillas ultra concentrado bosque verde,1,1.8,1.8,2021-12-16,10822769,sal lavavajillas bosque verde en grano,sal lavavajillas bosque verde en grano,42512.0
salchichas cocidas hot dog bocadillo oscar mayer classic de pollo y cerdo sabor ahumado,1,1.49,1.49,2021-12-16,10822769,salchichas cocidas hot dog bocadillo oscar mayer classic de pollo y cerdo sabor ahumado,salchichas cocidas hot dog bocadillo oscar mayer classic de pollo y cerdo sabor ahumado,53015.0
jamon cocido extra hacendado finas lonchas,1,2.89,2.89,2021-12-16,10822769,jamon cocido extra hacendado lonchas,jamon cocido extra hacendado lonchas,59249.0
jamon serrano incarlopsa lonchas extrafinas,2,4.38,2.19,2021-12-16,10822769,jamon serrano incarlopsa lonchas extrafinas,jamon serrano incarlopsa lonchas extrafinas,59151.0
brocoli hacendado ultracongelado,1,1.2,1.2,2021-12-16,10822769,brocoli hacendado ultracongelado,brocoli hacendado ultracongelado,61261.0
caramelos blandos rellenos dolis,1,1.58,1.58,2021-09-07,9115773,"caramelos blandos rellenos dolis sabor limon, naranja, cereza y fresa","caramelos blandos rellenos dolis sabor limon, naranja, cereza y fresa",65122.0
arroz redondo hacendado,1,0.79,0.79,2021-09-07,9115773,arroz redondo hacendado,arroz redondo hacendado,5044.0
patatas fritas receta campesina lay's,1,1.56,1.56,2021-09-07,9115773,patatas fritas receta churreria hacendado,patatas fritas receta churreria hacendado,33444.0
patatas fritas onduladas hacendado sabor jamon serrano,1,0.9,0.9,2021-09-07,9115773,patatas fritas onduladas hacendado sabor jamon serrano,patatas fritas onduladas hacendado sabor jamon serrano,33335.0
patatas fritas extra crujientes hacendado,1,1.35,1.35,2021-09-07,9115773,patatas fritas extra crujientes hacendado,patatas fritas extra crujientes hacendado,33307.0
pipas girasol tijuana grefusa,2,2.9,1.45,2021-09-07,9115773,pipas girasol tijuana grefusa,pipas girasol tijuana grefusa,34893.0
palomitas de maiz con sal hacendado para microondas,1,0.7,0.7,2021-09-07,9115773,palomitas de maiz con sal hacendado para microondas,palomitas de maiz con sal hacendado para microondas,34822.0
aceitunas manzanilla rellenas de anchoa hacendado,1,2.15,2.15,2021-09-07,9115773,aceitunas manzanilla rellenas de anchoa hacendado reducidas en sal,aceitunas manzanilla rellenas de anchoa hacendado reducidas en sal,33078.0
vino tinto d.o ribera del duero abadia mantrus roble,1,3.15,3.15,2021-09-07,9115773,vino tinto d.o ribera del duero abadia mantrus crianza,vino tinto d.o ribera del duero abadia mantrus crianza,37276.0
vino tinto merlot mar de uvas,1,2.4,2.4,2021-09-07,9115773,vino tinto merlot mar de uvas,vino tinto merlot mar de uvas,23677.0
queso emmental natual,1,2.15,2.15,2021-09-07,9115773,queso emmental hacendado,queso emmental hacendado,23561.0
endibias,1,1.42,1.42,2021-09-07,9115773,endibias,endibias,69591.0
queso bola edam tierno holland corona,1,2.9,2.9,2021-09-07,9115773,queso tierno bola edam holland corona,queso tierno bola edam holland corona,50483.0
arandanos,2,5.58,2.79,2021-09-07,9115773,arandanos,arandanos,5501.0
arandanos,2,5.58,2.79,2021-09-07,9115773,arandanos,arandanos,5501.0
arandanos,2,5.58,2.79,2021-09-07,9115773,arandanos,arandanos,5501.0
arandanos,2,5.58,2.79,2021-09-07,9115773,arandanos,arandanos,5501.0
arandanos,2,5.58,2.79,2021-09-07,9115773,arandanos,arandanos,5501.0
arandanos,2,5.58,2.79,2021-09-07,9115773,arandanos,arandanos,5501.0
arandanos,2,5.58,2.79,2021-09-07,9115773,arandanos,arandanos,5501.0
arandanos,2,5.58,2.79,2021-09-07,9115773,arandanos,arandanos,5501.0
arandanos,2,5.58,2.79,2021-09-07,9115773,arandanos,arandanos,5501.0
arandanos,2,5.58,2.79,2021-09-07,9115773,arandanos,arandanos,5501.0
cereales rellenos de leche hacendado,1,1.89,1.89,2021-09-07,9115773,cereales rellenos de leche hacendado,cereales rellenos de leche hacendado,9264.0
zumo de melocoton y uva hacendado,2,1.16,0.58,2021-09-07,9115773,zumo de pomelo hacendado,zumo de pomelo hacendado,39696.0
picos saladitos hacendado,5,5.0,1.0,2021-09-07,9115773,picos saladitos hacendado,picos saladitos hacendado,13631.0
mozzarella di bufala campana hacendado,1,1.7,1.7,2021-09-07,9115773,mozzarella di bufala campana hacendado,mozzarella di bufala campana hacendado,51201.0
perlas de mozzarella fresca hacendado,2,3.4,1.7,2021-09-07,9115773,perlas de mozzarella fresca de vaca hacendado,perlas de mozzarella fresca de vaca hacendado,51052.0
ensalada mezcla brotes tiernos,2,1.98,0.99,2021-09-07,9115773,ensalada mezcla brotes tiernos maxi,ensalada mezcla brotes tiernos maxi,69810.0
ensalada mezcla brotes tiernos,2,1.98,0.99,2021-09-07,9115773,ensalada mezcla brotes tiernos maxi,ensalada mezcla brotes tiernos maxi,69810.0
ensalada mezcla brotes tiernos,2,1.98,0.99,2021-09-07,9115773,ensalada mezcla brotes tiernos maxi,ensalada mezcla brotes tiernos maxi,69810.0
ensalada mezcla brotes tiernos,2,1.98,0.99,2021-09-07,9115773,ensalada mezcla brotes tiernos maxi,ensalada mezcla brotes tiernos maxi,69810.0
ensalada mezcla brotes tiernos,2,1.98,0.99,2021-09-07,9115773,ensalada mezcla brotes tiernos maxi,ensalada mezcla brotes tiernos maxi,69810.0
ensalada mezcla brotes tiernos,2,1.98,0.99,2021-09-07,9115773,ensalada mezcla brotes tiernos maxi,ensalada mezcla brotes tiernos maxi,69810.0
ensalada mezcla brotes tiernos,2,1.98,0.99,2021-09-07,9115773,ensalada mezcla brotes tiernos maxi,ensalada mezcla brotes tiernos maxi,69810.0
ensalada mezcla brotes tiernos,2,1.98,0.99,2021-09-07,9115773,ensalada mezcla brotes tiernos maxi,ensalada mezcla brotes tiernos maxi,69810.0
ensalada mezcla brotes tiernos,2,1.98,0.99,2021-09-07,9115773,ensalada mezcla brotes tiernos maxi,ensalada mezcla brotes tiernos maxi,69810.0
ensalada mezcla brotes tiernos,2,1.98,0.99,2021-09-07,9115773,ensalada mezcla brotes tiernos maxi,ensalada mezcla brotes tiernos maxi,69810.0
ensalada mezcla brotes tiernos,2,1.98,0.99,2021-09-07,9115773,ensalada mezcla brotes tiernos maxi,ensalada mezcla brotes tiernos maxi,69810.0
ensalada mezcla brotes tiernos,2,1.98,0.99,2021-09-07,9115773,ensalada mezcla brotes tiernos maxi,ensalada mezcla brotes tiernos maxi,69810.0
ensalada mezcla brotes tiernos,2,1.98,0.99,2021-09-07,9115773,ensalada mezcla brotes tiernos maxi,ensalada mezcla brotes tiernos maxi,69810.0
ensalada mezcla brotes tiernos,2,1.98,0.99,2021-09-07,9115773,ensalada mezcla brotes tiernos maxi,ensalada mezcla brotes tiernos maxi,69810.0
ensalada mezcla brotes tiernos,2,1.98,0.99,2021-09-07,9115773,ensalada mezcla brotes tiernos maxi,ensalada mezcla brotes tiernos maxi,69810.0
ensalada mezcla brotes tiernos,2,1.98,0.99,2021-09-07,9115773,ensalada mezcla brotes tiernos maxi,ensalada mezcla brotes tiernos maxi,69810.0
ensalada mezcla brotes tiernos,2,1.98,0.99,2021-09-07,9115773,ensalada mezcla brotes tiernos maxi,ensalada mezcla brotes tiernos maxi,69810.0
ensalada mezcla brotes tiernos,2,1.98,0.99,2021-09-07,9115773,ensalada mezcla brotes tiernos maxi,ensalada mezcla brotes tiernos maxi,69810.0
ensalada mezcla brotes tiernos,2,1.98,0.99,2021-09-07,9115773,ensalada mezcla brotes tiernos maxi,ensalada mezcla brotes tiernos maxi,69810.0
ensalada mezcla brotes tiernos,2,1.98,0.99,2021-09-07,9115773,ensalada mezcla brotes tiernos maxi,ensalada mezcla brotes tiernos maxi,69810.0
ensalada mezcla brotes tiernos,2,1.98,0.99,2021-09-07,9115773,ensalada mezcla brotes tiernos maxi,ensalada mezcla brotes tiernos maxi,69810.0
ensalada mezcla brotes tiernos,2,1.98,0.99,2021-09-07,9115773,ensalada mezcla brotes tiernos maxi,ensalada mezcla brotes tiernos maxi,69810.0
pipas de girasol fritas hacendado peladas,1,0.9,0.9,2021-09-07,9115773,pipas de girasol fritas hacendado peladas,pipas de girasol fritas hacendado peladas,34145.0
desodorante roll-on invisible black & white nivea,1,1.85,1.85,2021-09-07,9115773,desodorante roll-on invisible black & white nivea,desodorante roll-on invisible black & white nivea,46029.0
dentifrico triple accion colgate con fluor,3,4.2,1.4,2021-09-07,9115773,dentifrico triple accion colgate con fluor menta original,dentifrico triple accion colgate con fluor menta original,73978.0
agua mineral con gas grande vichy catalan,1,1.18,1.18,2021-09-07,9115773,agua mineral con gas grande vichy catalan,agua mineral con gas grande vichy catalan,27213.0
panales bebe talla 5 de 13-18 kg deliplus,1,15.0,15.0,2021-09-07,9115773,panales bebe talla 6 de 17-28 kg deliplus,panales bebe talla 6 de 17-28 kg deliplus,47623.0
lomo de bacalao sin espinas hacendado congelado,2,10.5,5.25,2021-09-07,9115773,tacos de bacalao sin espinas hacendado congelado en su punto de sal,tacos de bacalao sin espinas hacendado congelado en su punto de sal,24024.0
jamoncitos de pollo congelados,1,2.6,2.6,2021-09-07,9115773,jamoncitos de pollo,jamoncitos de pollo,2778.0
helices con vegetales hacendado,2,1.9,0.95,2021-09-07,9115773,helices con vegetales hacendado,helices con vegetales hacendado,6344.0
atun claro en aceite de oliva hacendado,2,8.0,4.0,2021-09-07,9115773,atun en aceite de oliva hacendado,atun en aceite de oliva hacendado,18030.0
edamame soja verde hacendado ultracongelada,1,1.6,1.6,2021-09-07,9115773,edamame soja verde hacendado ultracongelada,edamame soja verde hacendado ultracongelada,70740.0
galletas chocominis sabor chocolate hacendado,1,1.75,1.75,2021-09-07,9115773,galletas chocominis sabor chocolate hacendado,galletas chocominis sabor chocolate hacendado,14159.0
galletas caocream chocolate blanco hacendado rellenas de crema,1,1.05,1.05,2021-09-07,9115773,galletas caocream chocolate blanco hacendado rellenas de crema,galletas caocream chocolate blanco hacendado rellenas de crema,14153.0
cereales de arroz inflado choco krispies kellogg's con chocolate,1,2.99,2.99,2021-09-07,9115773,cereales de arroz inflado choco krispies kellogg's con chocolate,cereales de arroz inflado choco krispies kellogg's con chocolate,60716.0
locion corporal hydra & go deliplus,1,3.6,3.6,2021-09-07,9115773,locion corporal infantil hidratante deliplus,locion corporal infantil hidratante deliplus,47106.0
crema proteccion solar rostro y labios sun med fps 30,1,3.95,3.95,2021-09-07,9115773,protector solar sun med fps 30 resistente al agua,protector solar sun med fps 30 resistente al agua,86183.0
protector solar seesee fps 30,1,5.0,5.0,2021-09-07,9115773,protector solar nivea fps 30 resistente al agua,protector solar nivea fps 30 resistente al agua,35605.0
protector solar infantil sun med fps 50+,1,5.8,5.8,2021-09-07,9115773,protector solar infantil sun med fps 50+ resistente al agua,protector solar infantil sun med fps 50+ resistente al agua,86184.0
toallitas desodorantes con aloe vera deliplus,1,1.0,1.0,2021-09-07,9115773,toallitas desodorantes con aloe vera deliplus,toallitas desodorantes con aloe vera deliplus,47050.0
desodorante cuidado aloe deliplus,1,1.2,1.2,2021-09-07,9115773,desodorante roll-on cuidado aloe deliplus 0% alcohol,desodorante roll-on cuidado aloe deliplus 0% alcohol,46441.0
desodorante cuidado aloe deliplus,3,4.2,1.4,2021-09-07,9115773,desodorante roll-on cuidado aloe deliplus 0% alcohol,desodorante roll-on cuidado aloe deliplus 0% alcohol,46441.0
desodorante stick hombre ice blue williams,1,1.9,1.9,2021-09-07,9115773,desodorante hombre marine xl axe,desodorante hombre marine xl axe,22514.0
bandas de cera especial piernas deliplus piel sensible,1,1.55,1.55,2021-09-07,9115773,bandas de cera especial piernas deliplus piel sensible,bandas de cera especial piernas deliplus piel sensible,74081.0
crema depilatoria deliplus piel sensible,1,2.6,2.6,2021-09-07,9115773,crema depilatoria pure veet piel sensible,crema depilatoria pure veet piel sensible,45925.0
crema facial hidratante equilibrante deliplus piel normal a grasa,1,2.5,2.5,2021-09-07,9115773,crema facial hidratante equilibrio deliplus pieles grasas o mixtas,crema facial hidratante equilibrio deliplus pieles grasas o mixtas,46947.0
champu hidratacion intensa tresemme cabello seco o danado,1,4.5,4.5,2021-09-07,9115773,champu argan oil deliplus cabello seco y danado,champu argan oil deliplus cabello seco y danado,44337.0
acondicionador liso keratina tresemme,1,4.65,4.65,2021-09-07,9115773,acondicionador instantaneo kids deliplus,acondicionador instantaneo kids deliplus,44321.0
chocolate con leche nestle,2,1.9,0.95,2021-09-07,9115773,chocolate con leche extrafino nestle,chocolate con leche extrafino nestle,12562.0
azucar blanco,2,1.46,0.73,2021-09-07,9115773,azucar blanco,azucar blanco,19897.0
tomate triturado hacendado,3,1.35,0.45,2021-09-07,9115773,pan tostado con tomate hacendado,pan tostado con tomate hacendado,82190.0
sardinas en aceite de oliva hacendado,1,1.3,1.3,2021-09-07,9115773,sardinas en aceite de oliva hacendado,sardinas en aceite de oliva hacendado,18225.0
yogur liquido desnatado de fresa hacendado 0% materia grasa 0% azucares anadidos,1,1.16,1.16,2021-09-07,9115773,yogur liquido desnatado de fresa hacendado 0% m.g 0% sin azucares anadidos,yogur liquido desnatado de fresa hacendado 0% m.g 0% sin azucares anadidos,15659.0
toallitas bebe frescas & perfumadas deliplus,1,0.95,0.95,2021-09-07,9115773,toallitas infantiles cara y manos deliplus,toallitas infantiles cara y manos deliplus,22931.0
toallitas desmaquillantes cara y ojos deliplus piel normal-mixta,1,1.0,1.0,2021-09-07,9115773,toallitas infantiles cara y manos deliplus,toallitas infantiles cara y manos deliplus,22931.0
tomates cherry,1,1.49,1.49,2021-09-07,9115773,tomates cherry,tomates cherry,69990.0
patatas,1,4.19,4.19,2021-09-07,9115773,patata,patata,69066.0
yogur natural azucarado danone,2,3.98,1.99,2021-09-07,9115773,yogur natural azucarado la fageda,yogur natural azucarado la fageda,20248.0
huevos grandes l,3,8.85,2.95,2021-09-07,9115773,huevos super grandes xl,huevos super grandes xl,31592.0
fideos orientales yatekomo de pollo gallina blanca,1,2.85,2.85,2021-09-07,9115773,sopa de pollo gallina blanca con fideos finos,sopa de pollo gallina blanca con fideos finos,8044.0
refresco coca-cola,1,7.92,7.92,2021-09-07,9115773,refresco cola pepsi,refresco cola pepsi,23894.0
preparado de carne picada vacuno y cerdo,1,5.19,5.19,2021-09-07,9115773,preparado de verdura para cocido,preparado de verdura para cocido,69587.0
berberecho al natural xs hacendado,2,3.8,1.9,2021-09-07,9115773,berberecho al natural xs hacendado,berberecho al natural xs hacendado,18509.0
queso rallado hacendado especial fundir,1,1.0,1.0,2021-09-07,9115773,queso rallado emmental gratinar hacendado,queso rallado emmental gratinar hacendado,51239.0
gel de bano oliva deliplus piel seca,2,2.4,1.2,2021-09-07,9115773,gel de bano oliva deliplus piel seca,gel de bano oliva deliplus piel seca,23829.0
zumo pura naranja hacendado,2,2.0,1.0,2021-09-07,9115773,zumo pura naranja con pulpa hacendado,zumo pura naranja con pulpa hacendado,39032.0
cebollas,2,2.38,1.19,2021-09-07,9115773,cebollino,cebollino,69286.0
zanahorias,1,0.69,0.69,2021-09-07,9115773,mandarinas,mandarinas,5251.0
ajos morados,1,1.45,1.45,2021-09-07,9115773,moras,moras,3704.0
pechuga de pavo al horno de lena campofrio lonchas,4,6.2,1.55,2021-09-07,9115773,pechuga de pavo al horno de lena campofrio lonchas pavofrio,pechuga de pavo al horno de lena campofrio lonchas pavofrio,53140.0
mantequilla con sal hacendado,2,3.3,1.65,2021-09-07,9115773,mantequilla sin sal anadida hacendado,mantequilla sin sal anadida hacendado,20716.0
mantequilla con sal hacendado,2,3.3,1.65,2021-09-07,9115773,mantequilla sin sal anadida hacendado,mantequilla sin sal anadida hacendado,20716.0
11 panecillos,1,1.0,1.0,2021-09-07,9115773,11 panecillos,11 panecillos,83783.0
mejillones en escabeche hacendado medianos,2,3.2,1.6,2021-09-07,9115773,mejillones en escabeche hacendado medianos 8-12 piezas,mejillones en escabeche hacendado medianos 8-12 piezas,18602.0
leche desnatada pascual,4,19.2,4.8,2021-09-07,9115773,leche en polvo desnatada,leche en polvo desnatada,10414.0
longaniza de pascua hacendado,1,3.0,3.0,2021-09-07,9115773,longaniza de payes hacendado,longaniza de payes hacendado,55130.0
zumo de manzana hacendado,2,1.18,0.59,2021-09-07,9115773,zumo de pina hacendado,zumo de pina hacendado,39191.0
yogur liquido desnatado natural hacendado edulcorado,2,2.32,1.16,2021-09-07,9115773,yogur griego natural azucarado hacendado,yogur griego natural azucarado hacendado,20558.0
palitos de pan con pipas anitin,3,3.57,1.19,2021-09-07,9115773,palitos de pan con pipas anitin,palitos de pan con pipas anitin,82765.0
